,Data,Sentiment
2306,বালের নাটক বানাইছে,0
2307,নাটক থেকে সমাজের মানুষ যাতে কিছু শিক্ষতে পারে এমন নাটক করতে অনেক খুশি হবো।কি বাজে সংলাপ ও ফালটু বিষয় তুলে ধরেন আপনারা।,0
2308,শেষে ডিসলাইক না দিয়ে পারলাম নাহ,0
2309,ভাড়ামী দিয়ে তো নাটক হয় না,0
2310,এমনিই এক বালছাল বানাইছে! জোর করে অখাদ্য গেলানো যায়না!,0
2311,এই বালের এক ঘেয়ামী নাটক আর কত?,0
2312,চোদনা হইতে চাইলে এইটা দেখা উচিত। মা....চোদরা নাটক বানায়।,0
2313,থার্ডক্লাশ নাটক,0
2314,এত। মিউজিক বালের  নাটক,0
2315,এটা কোন নাটক হল ।বাল,0
2316,"পরিচালকের আসলে রুচির প্রশংসা করতে হয়,ভাই কমেডি নাটক বানাবেন ভালোকথা,টপিকটা একটু বদলান এবার,মানুষকে আর কত খাওয়াবেন এমন সস্তা পন্য....",0
2317,বালের নাটক । সেইরকম বালখোর। ফালতু,0
2318,বাজে একটা নাটক!!,0
2319,"পাগলামির একটা সীমা থাকা দরকার,",0
2320,বালের নাটক,0
2321,বালের নাটক... জোর করে হাসায়...এই সব নাটক বাদ দিয়ে নতুন কিছু ভাবুন কেমন,0
2322,মসারোফ করিম। মানে বেয়াধপ,0
2323,এইবারের নাটক গুলা পুরা বাল মার্কা হইছে,0
2324,কাচ্চিখোর নাটকে কাচ্চি খাওয়ার কোন দৃশ্য নাই। হাউয়া।,0
2325,শালার(মোসারফ)নাটক আর বালো লাগেনা সামনে আসতাছে সেইরকম গুু_খোর,0
2326,ছাগলামির সীমা থাকা দরকার।,0
2327,ফারিয়া আপুর কাছে অন্তত এমন গল্পে অভিনয় আশা করিনি।,0
2328,"ভাই আগে ভাল লাগতোএখন লাগেনা,কারন, সেতো এখন নাস্তিক হয়ে গেছে।তাই ফালতু হয়ে গেছে",0
2329,নাটকের মানের বড় অভাব। আজেবাজে কাহিনী।,0
2330,পাজিল ডিরেক্টর ..,0
2331,বালের নাটক,0
2332,ফালতো একটা,0
2333,গাঁজা খুরি নাটক।ফালতু,0
2334,মোশারফ করিমের কাছ থেকে এসব নাটক আশা করি না।,0
2335,কোন খানকীর পুতে এই ধনের নাটকের লেখক। বালের নাটক।,0
2336,ফাল্তু একটা নাটক।,0
2337,ফালতু একটা সীমা থাকা উচিত ..এর নাটক এই জন্য দেখি না...আর এটা দেখার পর মনে হচ্ছে! আমার জীবনে এর নাটক দেখব না..ফালতু একটা।,0
2338,পালতু একটা নাটক করছে।কোন অর্থ নাই।,0
2339,চুদনাগিরি স্ক্রিপ্ট ছাড়া আর কোন স্ক্রিপ্ট ছিলো না।মাদারচোদ মার্কা নাটক এইটা,0
2340,ফাওল একটা নাটক,0
2341,বালের নাটক,0
2342,মোশারফ একটা বলদা তার অভিনয়ই তেমন।,0
2343,জোকারি আর অভিনয় এক না,0
2344,ফালতু নাটক সময় নষ্ট,0
2345,পালতু একটা নাটক দেখলাম,0
2346,১৫ মিনিটের পর থেকে মাথার চান্দি ঘুরছে মাদারটেস্ট,0
2347,বালের নাটক এমবি নষ্ট করলাম,0
2348,ধ্যাত মজা পাইলাম না,0
2349,আগের মত মজা পাইলাম না,0
2350,সাউয়ার অভিনয় করে,0
2351,আগের মত ভালো লাগেনা বস এর নাটক।,0
2352,আগের মত মজা পাইনা,0
2353,মোশারফ করিমের নাট আগে বেসি বেসি দেখতাম এখন আর ভাল লাগেনা ফালতো অভিনয়,0
2354,শাউয়ার স্ক্রপিট -_- এত লেইম লাগে এখন মোশাররফ এর নাটক গুলা।,0
2355,এক বাল আর কতো,0
2356,খুব ভাল মানের ফালতু নাটক।,0
2357,ফাল্তু একটা নাটক,0
2358,সময় নষ্ট ছাড়া আর কিছু না। এটা কোনো স্ক্রিপ্ট হল?? যাস্ট বানায়া প্রচার করে দিলেই হয় না।,0
2359,ফালতু নাটক একটা,0
2360,গাঁজা খেয়ে নাটক বানাও মাদারচোদ একটা,0
2361,"ক্যামরামেন এর ছোদনে মাথাটা এখনো গুরে,,, হালারপো হালা",0
2362,"অনেক দিন পর বসের নাটক দেখলাম, আর প্রান ভরে হাসলাম",0
2363,"ভাইরে তোরা তো মনে হয় কয়দিন পর মানুষের বাসায় গিয়া কাতুকুতু দেওয়া শুরু করবি, তারপরও কাজ না হলে মাথায় বন্দুক ঠেকায়া কইবি ভেটকি দে নাইলে গুলি করুম, কবে না জানি সেইরকম হোগামারাখোর নাটক বানাইয়া বইসা থাকস। বালছাল যতসব",0
2364,ফালতু নাটক সময় নষ্ট,0
2365,"জোর করে লোক হাসানো, ভাঁড়ামি,,,",0
2366,নাটকের পরিচালক কে? প্রোডাকশন হাউজ/প্রযোজকের নাম কোথায়? বাংলাভিশন জবাব চাই..,0
2367,মোসাররফ করিমের চেহারা এখন হিজরা হিজরা লাগে,0
2368,গান্জার বেরা নাটক চাই মোশারফ করিম এর,0
2369,বালের নাটক,0
2370,দুনিয়ার ফালতু একটা নাটক,0
2371,পুরাই ফালতু একটা নাটক,0
2372,অামার বালের নাটক।,0
2373,এটা কোন নাটক হলো! আর গরুর বাচ্চা গরু টাকা পাইলেই সব নাটকে অভিনয় করে! আমাদের বরিশালের নাম টাকা খোর মোশারফ করিম শেষ করে দিল।,0
2374,এতো বাজে নাটক আর বাজে বিষয় নিয়ে নাটক কখনো দেখিনি,0
2375,ফালতু নাটক দেইখা সময় টা নষ্ট করলাম।,0
2376,"আসছিলাম নাটক টা দেখতে ,কিন্তু কমেন্ট দেখার পর আর দেখতে মন চাইলো না ।",0
2377,সময় নষ্ট। এগুলা কোনো বিনোদন এর জাতের মধ্যে পরে না।,0
2378,খুব পাল্টু একটা নাটক!,0
2379,এটা কোন নাটক হইলো  কাহিনী ছাড়া ফেতরামি করে নাটক তা শেষ করলো। মোশাররফের মত একজন অভিনেতা যদি এমন রুচিহীন নাটক করে তাহলে আর বলার  কি থাকে।,0
2380,যমজ ১১ কাচ্ছিখোর দেখে মনে হইতেছে মোশারফ করিমের দিন শেষ হুদাই সময় নষ্ট করলাম 🤚🤛,0
2381,কাতুকুতু দিয়ে হাসানোর চেস্টা আর কয়দিন? এইসব বস্তা পচা জিনিস মানুষ এখন আর দেখে না।,0
2382,বালের নাটক,0
2383,"শবনম ফারিয়াকে এখন আর ভালো লাগেনা,শরীর বাইড়া গেছে,বুটকি লাগে।মেহজাবিন,তিশা বেস্ট এখন",0
2384,"মোশাররফ পচে গেছে বহুত আগেই জোকারি টাইপের নাটক করে একজন প্রতিভাবান অভিনেতা তার সময় আর খ্যাতি নষ্ট করছে। নিশোও এখন সেই রাস্তায় হাটছে, কোয়ালিটি লেস",0
2385,ফকিন্নির বাচ্চারা টাকলা আর হাদারাম চেহারার কয়টা সাইড আর্টিস্ট লইয়া বালের নাটক বানাইছে। তোদের কারণে দেশের নাটক দেইখাও শান্তি নাই।,0
2386,সেই রকম কাচ্ছি খোর দুটি ফালতু নাটক.. টাইম ওয়েস্ট হলো.. আগের সিরিজ গুলা কত ফাটাফাটি ছিল,0
2387,মোশারফ করিমের নাটক দেখলে এখন বুমি আসে।,0
2388,কি বালের নাটক বানাইছ।,0
2389,বালের নাটক,0
2390,মোসারফ ভাই আপনি এমন নাটক  কইরেন না দয়া করে। জমজ১১ টা  যেমন ফালতু হইছে এই নাটক  টা  ও ফালতু।।মোসারফ করিম এমন নাটক  করবে এটা  বাবাই জাই না। সুদু  সময় লস।,0
2391,পাগল ছাগল এর নাটক,0
2392,লাস্ট ৫ বছরে মোশারফ করিমের কোনো নাটক দেখার মতো ছিলো না। এর আগের অন্তত বছরে ২/৩টা নাটক মন ছুয়ে যেতো বছরের পর বছর। আজকাল এসব নাটক মার্কেটে চলে।,0
2393,ভাই এইটা কোন নাটক??,0
2394,কচুর নাটক,0
2395,"ফালতু একটা নাটক,,, যত্তসব ফাউল",0
2396,লেওরার নাটক বানায়,0
2397,এধরণের ফালতু নাটক না বানানোর জন্য অনুরোধ জানাচ্ছি।  সময়ের অনেক মূল্য। এভাবে নষ্ট করার মানেই হয়না। জীবন থেকে প্রায় ৪০ মিনিট সময় নষ্ট করলাম।,0
2398,আবাল চুদা পরিচালক নাটক বানায় কিন্তু নাটকের নাম খোঁজে পাইনা,0
2399,সেই রকম  ফালতু,0
2400,একদম ফালতু নাটক,0
2401,এই সব বালছাল মার্কা নাটক বানায় কে আর দেখেই বা কে?,0
2402,"এটি কোন নাটক হয়লো,,সব টাইম পাস",0
2403,বাংলা নাটক নাকি বাজেট পায় না কিন্তু এসব আবর্জনা বানানোর জন্য টাকা দেয় কে??,0
2404,শাউয়ার নাটক,0
2405,মশারফ ভাইয়ের কোন দোস নাই। পরিচালক একটা বাইঞ্চোদ।যা তা করে কমেডি হয়?,0
2406,"মোশারফ করিমকে ভাল লাগে না,, নাকি নাটক ভাল লাগে না,,,",0
2407,বালের  নাটক,0
2408,সময় নষ্ট  ছাড়া আর কিছুই না,0
2409,এটা কোন নাটক হলো,0
2410,"রুচিহীন চিন্তা থাকেল নাটক এমন হয়। বুঝলাম না, মোশাররফ করিমের কি বুদ্ধি লোপ পেল নাকি? এটা কোন নাটক হল???",0
2411,মোশারফ করিমরে দেখলেই আমার ওর বউরে চুদ্দে ইচ্ছা হয়।,0
2412,মশারফের নাটক ভাল্লাগে না আর কেন যানি।। কি যেন নেই।।,0
2413,আসল কথা এখন নিশু ভাইয়ের নাটক বেশি দেখি তাই এমন লাগে,0
2414,"বালের নাটক,, দিন দিন দেশের নাটক গুলো শেষ হয়ে যাচ্ছে,, পুরো ফালতু হইছে",0
2415,বালের নাটক,0
2416,একধম ফালতু নাটক,0
2417,শালা পয়সার কুত্তা! আমার বালের নাটক! লেইমের ছড়াছড়ি!  বালের বেটা টাল কোনখানের!,0
2418,এই মসারফ করিম খানকির পুলা।। এ খোন ফালতু নাটক করে,0
2419,ভাদামো মোসারফ করিম। 🤤,0
2420,বাকি আছে সেই রকম গাজা খোর.,0
2421,আমার শাউয়া।,0
2422,বা**র নাটক।ফালতু।,0
2423,আজাইরা..,0
2424,বাংলা ভিশনের মত চ্যানেল এ নাটক কেমনে দেখায়?,0
2425,ফালতুতুতুতুতুতুতুতুুতুতুতুতুতুত,0
2426,মোশারফ করিম তার জনপ্রিয়তা হারাচ্ছে এসব ফালতু নাটক করে।,0
2427,সময় আর MB  দুইটাই  ফেরত দে সালা।। বালের নাটক বানাইসে।  কোন মজা নাই।,0
2428,ফাজলামো নাটক।,0
2429,ভাদাইমা টাইপের হয়ে গেছে মোশারফ করিম,0
2430,ফালতু  একটি  নাটক,0
2431,বাল বানাইছো বাল? গালি আইতাছে,0
2432,মোশারফ করিমের দিন শেষ।,0
2433,পরিচালক এক মাদারী বাংলাভিশন আরেক মাদারীমোশারফ করিম আরো বড় মাদারীবালের নাটক,0
2434,সিনেমার যেই অবস্থা হইসে। এখন নাটকেরো ওইটাই হচ্ছে।,0
2435,মোশাররফ করিমের শেষের শুরু।,0
2436,টাইম নষ্ট করলাম,0
2437,আচুদা একটা নাটক...মোশারফের নাটক এখন কেউ দেখে নি.... বালের নাটক।....এই নাটক পরিচালকের পুটকি দিয়া ঢুকাইয়া দিতে হইবো,0
2438,এইটা কি ছিলো নাটক!,0
2439,একদম বাজে হইসে,0
2440,বাল বানাও মাদারচোদেরা,0
2441,এতো ভূলবালে নাটক হয়????,0
2442,থার্ক ক্লাসের লিমিট ক্রস করছে মোসাররফ। কংগ্রাচুলেসন,0
2443,একদম বাজে হয়ছে নাটকটা এর থেকে বাজে নাটক বা এর থেকে আজাইরা ফাউল কাহিনি হতেই পারে না।,0
2444,এইগুলোর নির্মাতা কোন আবাল? এদের মুতের পুকুরে চুবিয়ে মারা উচিৎ। শালা মাদারচোদ।,0
2445,বালের নাটক৷,0
2446,কাহিনী ছাড়া নাটক!! কিছুই হইলোনা।,0
2447,সেই রকম লো বাজেট ফালতু জিনিস...এ টাইপের নাটক নামের ভন্ডামিতে অভিনয় করার আগে মোশারফ করিম এর মত জনপ্রিয় অভিনেতার একটু বিবেচনা করা উচিত ছিল ।,0
2448,এর পরে সেইরাম গাঞ্জা খোর চাই,0
2449,বালের নাটক.........।। সালা ফাউল......।।,0
2450,"বালের নাটক জা মনচায় তাই করে,,, সালা রা",0
2451,ফালতু চিত্রনাট্য।মি. মোশাররফ করিম আপনি যদি শুধু টাকার জন্যই অভিনয়টা করেন তাহলে অনেক টাকা হয়তো পাবেন ঠিকই কিন্ত মানুষের ভালবাসাটা হারিয়ে যাবে। যেই ভালবাসাটা পেয়েই আপনি আজ মোশাররফ করিম হয়েছেন।,0
2452,সেই রকম ভুয়া।,0
2453,মোশাররফ করিমের সব খোর নাটক গুলাই বাজে।,0
2454,"পরের ঈদে মোশাররফ করিমের ""সেইরকম বোকাচোদা"" নাটকটা দেখতে চাই।।শালার ভাড় একটা।।",0
2455,বালের অভিনয় বালের নাটক লুল।,0
2456,মোসারফ করিম এর নাটক বলে কথা ঘটনা যাই হোক কেন  চলবে এই আর কি / তবে মোসারফ করিম এর কাছে এই রকম নাটক আমরা আসা করি না,0
2457,"এই গুলা কি নাটক??  হুদাই সময় নষ্ট, নাটক নির্মাতা ভাইদের বলতে চাই, ভাই এই গুলো যদি নাটক হয় তাহলে ভাই আপনারা নাটক তৈরী বন্ধ করে দেন, মোসারফ ভাই এর ভাত শেষ মনে হচ্ছে তাই তাকে এখন এই সব করে পেট চালাতে হচ্ছে",0
2458,এইটা নাটকের কোন জাত ই হয় নাই,0
2459,নাটকের মাধ্যমে চাটুকারিতা শেখানো হচ্ছে।,0
2460,বালের নাটক,0
2461,ভাড়ামি।। কোন মজা পেলাম না।। আর ভাবির বাজারের কথা শুনেই বুঝা গেলো নাটকের নির্মাতা কত অভিজ্ঞ।। ছাগল মার্কা।,0
2462,এইসব কি বানায়!!মানুষকে জোর করে হাসানোর চেষ্টা কেন করেন! আর অতি অভিনয় দেখলে গা জ্বলে!এই স্ক্রিপ্ট কেন চুজ করল মোশাররফ ভাই!টাকার অভাব নাকি গাঞ্জার আধিক্য!!?,0
2463,ধুর খানকির পোলা বালের নাটক।আচোদা মোশাররফ করিম খানকির পোলা।,0
2464,বালের নাটক,0
2465,বালের নাটক,0
2466,বাজের আর কোয়ালিটি নাই।,0
2467,মুল্যবান সময়টা নষ্ট করলাম,0
2468,বালের নাটক,0
2469,একে বারে ফালতু একটা নাটক,0
2470,এর চেয়ে ফালতু নাটক আমি খুব কম দেখেছি,0
2471,হোলের নাটক। মশাররফ সাহেব আপনি এখন ছোট ভাইয়ের অবশরে চলে যান।,0
2472,একই ধরনের নাটক আর কতকাল চলবে বিকল্প কিছু ভাবা উচিত আপনাদের,0
2473,মোশারফ করিম এর মত জনপ্রিয় অভিনেতা এরকম ভণ্ডামি ভরা নাটকে অভিনয় করা উচিত হয়নি।,0
2474,বাংলাভিশনে এরকম গাজাখোরী নাটক!!!!!!!!!!  চ্যানেলের ভরসাটাই আজ হারালাম,0
2475,"মোশারফ করিমের আগের নাটক গুলোতে যেই বিনোদন পাওয়া যেত,, এখন আর সেই বিনোদন পাওয়া যায় না। এই যে এই নাটক ট দেখলাম বুঝতে পারলাম না এটা কি কমেডি নাটক না ট্রাজেডি নাটক?.....",0
2476,যা মনে চায় তাই বানাইয়া দেখাইতাছে। একেবারে রুচিহীন নাটক।এক কথায় আখাদ্য।,0
2477,আমার শাউয়ার নাটক.,0
2478,"পালতু নাটক করা বন্ধকরুন প্লিজ, ,",0
2479,এক সময় মোশারফ এর নাটক ছাড়া কোন নাটক-ই দেখতাম না। এখন মোশারফের নাটক ছাড়া সব নাটক-ই দেখি।,0
2480,ফালতু নাটক মিনিট হুদাই নষ্ট করলাম,0
2481,নাটকটার কোন মজাই পাইলাম না,0
2482,"দেখার পর কিছু যে লিখুম, ওই টাও মন চাইতাসে না। বালের নাটক",0
2483,"মায়ের চাইতে মাসির দরত বেশি,,,ফালতু নাটক",0
2484,বালের নাটক  বানেস সালার পুত,0
2485,"মশা করিম আর ভাদাইমার মধ্যে কোনো তফাত নাই,  শালা আবাল",0
2486,বালের নাটক পুরা নাটকেও এক প্লেট কাচ্চি খাইতে দিল না কল্পনায় ই কাচ্চি দেখাইলোএইটা কিসের কাচ্চি খোড় যেখানে কাচ্চি ই খাইতে দেয় নাই ডাইরেক্টর ফকিন্নিরা কৃপণতা ছাইড়া দিয়া নাটক কর এই সব ফকিন্নি নাটক দেখি না এক প্লেট কাচ্চির জন্য টাকা খরচ করতে পারে না আবার নাটক বানায়,0
2487,মান সম্মত নাটক তৈরি করুন।দেশের ইমেজ নষ্ট করবেন না।,0
2488,এটা কোন বালের নাটক হইলো ?? এসব কি ??,0
2489,বালের নাটক বানাইছে..ধনের কাহিনী...ফোন করে সবুজ শাড়ী পরে আএ হ্যালো বলে নীল শাড়ী পরে..,0
2490,বস্তাপচা নাটক।,0
2491,হোল পাগলা পরিচালক,0
2492,ফালতু নাটক।  মানুষের এসব ভাড়ামি দেখতে আর ভালো লাগে না,0
2493,ভাবিদেখি দাঁড়িয়ে এক শাড়িবসার সাথে সাথেই শাড়ী অন্য টাবুঝলাম না,0
2494,এইগুলো কি নাটকের পর্যায়ে পড়ে?????,0
2495,আজাইরা.....Time Waste,0
2496,যতো সব ফালতু নাটক,0
2497,বরাবর মতো নাটক দেখতে ইচ্ছে হলো । তবে নাটক শেষে দেখলাম সব কমেন্টসকারী উচিত কথা বলেছেন । মোশারফ সর্বকালের সেরা বাজে নাটক । আর বাংলাভিশন কে এই কাজ করেছে । রুচি আছে আপনার । ফালতু,0
2498,মোশাররফ করিম এর এইসব ভাড়ামি বন্ধ করা উচিৎ!,0
2499,"ফালতু, মোশাররফ ভাইএর উচিত ভালো স্ক্রিপ্টের নাটক করা।",0
2500,বাংলা নাট্যঅঙ্গন টাকে গুয়া না মেরে এরা শান্তি পাবে না,0
2501,আমার বালের নাটক মিজাজটাই গরম হয়ে গেছে।,0
2502,এইসব কমদামি নাটক এখন আর চলে না।আর কমদামি অভিনেতা মোশাররফ ও চলে না।এখন চলে নিশু ভাই।,0
2503,এত ওভার এক্টিং করার দরকার কি,0
2504,ফালতু রকমের নাটক! সময়টাই নষ্ট,0
2505,বালের নাটক,0
2506,বলদ মার্কা নাটক,0
2507,"কি বালের  কাচ্চি রান্না করে আলু দেই নাই একবারো,,, বোকাচোদারা",0
2508,মোশারফ করিমএকটা ফালতু তাই নাটক ও ফালতু লাগে শালা একটা নাস্তিক,0
2509,টাকার কাছে মোশারফ করিম আজ বিক্রিত।।,0
2510,বস্তাপচা নাটক!,0
2511,এইটা কোনো নাটক হইলো।,0
2512,এটা কোন নাটকের ধাচের ভিতর পরে নাহ,0
2513,"কোন বলদ পরিচালক?  অার এমন বলদ বাংলা ভিশন চ্যানেল যে এইটা প্রচার করছে,,,,,,,, অার এক বলদ মোশাররফের তো কোন তুলনাই নাই,,,,,,,গাধা",0
2514,আমাদের নাট্যজগতের লোকজনের এই দূরবস্থা। আফসোস।,0
2515,"ফালতু হইছে, কি সব নাটক করে মোশাররফ",0
2516,সময়টা অপচয় হলো । টাকার জন্য  এমন নিম্নমানের নাটকও করতে পারে মোশাররফ করিম !!,0
2517,মোশারফের এই অভিনয়?ছি!ভাবতেই লজ্জা!,0
2518,শাবনাম পারিয়া কারনে Dislike dilm,0
2519,"ভাড়ামোর একটা লিমিট থাকা উচিত,",0
2520,এটা ভাঁড়ামি ছাড়া আর কিছু না।,0
2521,চরম ফালতু নাটক। এসমস্ত ডিরেক্টররা প্রডাকশন বয় হবার যোগ্যতাও রাখেনা । মোশারফ করিমকে এখন সার্কাসের ভাড় মনে হয়। এসব ভাড়ামী পাবলিক আর খায় না।,0
2522,"আজাইরা কাহিনী, আজাইরা পরিচালনা। এইসব বাড়ামির ছাড়া কিছু না",0
2523,পরিচালক কোন বলদ,0
2524,ফালতু সময় নস্ট,0
2525,নাট্যকারদের ভেড়ামী রোগে ধরছে ইন্ডিয়ার সিরিয়াল দেখে সালারা তাই সেই ধরনের নাটক  না বাল বানায়।।তাগো পুটকি দিয়া কাচ্চি ভইরা দিতাম মনে চায়।। খাওনের কাম কি পুটকি দিয়া খাওন ঢুকলে তো পেট ভরবে।।,0
2526,ফাউল একটা নাটক,0
2527,ফাইজলামির লিমিট আছে। বালছাল বানানো বন্ধ করে ভালো কিছু বানান।,0
2528,"এক কথায় জঘন্য... গু দেখতেও এত খারাপ হয় না... ছিহ , ছিহ... থুতু মারি এই নাটকের হোগায়...!!! মোশাররাফ করিম ভাই তুই অফ যা প্লিজ... বর্তমান সময়ে তুই একটা কীট... বাংলা নাটক ধ্বংস করতাছস...!!",0
2529,একটা ক্যামেরা আর কিছু ভাদাইম্মা থাকলেই নাটক হয় না। মানুষের সময়ের মূল্য আছে।,0
2530,অার কত....? পুরাই ফালতু।,0
2531,এইটা কি কোন নাটকের পর্যায় পরে?,0
2532,মোশারফা হালা গাঁজা খেয়ে অভিনয়  করে।হালারে দেখলে গাজা খোরের মত দেখায়।সালারে নাটকে না নিলে ভালো হয়।সালা এক সময় মাল ছিল এখন সালা পুরা টাল।সালা ইসলাম বীরদি। ইসলাম ধমের সাথে খারাপ ব্যবহার করে। সালা পাগল হয়ে গেছে।,0
2533,বালের নাটক,0
2534,এই নাটকটি দেখে অযথায় সময় নষ্ট করলাম।,0
2535,এত থার্ডক্লাস নাটক কিভাবে বানায়।,0
2536,সেই আগের ডাইলগ....  বাংলাদেশের নাটক সেক্টরটাও মনে হয় আর বেশি দিন টিকবেনা!! ফরমালিন ঢুকে গেছে!!!,0
2537,এই বালদা কে বানাইছে!,0
2538,"দোষ টা পরিচালক এর_,, মোশারফ করিম ভাই এর কোন দোষ নাই_,, বুদার পরিচালক",0
2539,ভোগাস নাটক,0
2540,মোশারফ করিম এই সমস্ত নাটক করে নিজের পারসোনালিটি কমাচ্ছে ৷,0
2541,দুনিয়ার সব থাইকা আচোদা নাটক ... আচোদা নম্বর ওয়ান,0
2542,"যতসব ভাঁড়ামি করা আরকি। এটা খোর, ওটা খোর কি চলছে এসব? এবার কুরবানী ঈদে বানান সেইরকম গান্জা খোর।",0
2543,বালের নাটক বানাইছেন,0
2544,বালের নাটক একটা,0
2545,বালের নাটক একটা,0
2546,আমার মতে এটা নাটকের ভিতরে পড়ে না।পুরাই বাটপার নাটক।,0
2547,বালের নাটক বালের কনসেপ্ট,0
2548,"ধূর হালায় পুরাই ফালথু....সব নাটক প্রায় একই,শুধু পণ্যটা ভিন্ন।বাজারে আর তেমন একটা চাহিদা নাই....",0
2549,মোশাররফ করিমের মত প্রতিভা দুর্বল স্ক্রীপ্টের কারনে সার্কাসে পরিনত হয়ছে।,0
2550,বালের নাটক,0
2551,বালের নাটক।বালছাল বানায়,0
2552,পাগলামী আর ছাগলামী। অবশ্য এর চেয়ে উন্নতমানের জিনিস ওরাই বা দিবে কোত্থেকে? যার যেমন শিক্ষা।,0
2553,"শুধু দামি ক্যামেরা দিয়া নাটক বানাইলেই হয় না,  ভালো কাহিনি আর অভিনয় দরকার, সেকান্দার বক্স,  আরমান ভাই সিরিস গুলা মিস করি,  কারন এগুলায় ভরসা,  হুমায়ুন আহমেদের নাটক ত আর পাবো না।। সুপার ফালতু মনে হয়েছে এই নাটকটি।",0
2554,এটা কি অভিনয় ছিল?,0
2555,কি বাল বানাইছে,0
2556,সেই রকম বাজে নাটক। নাটকের মান লাগে না টাকা হলে সব করতে পারে।,0
2557,বালের নাটক বানায়।মোশারইফফ্যা তুই অভিনয় বাদ দে।,0
2558,পাও ক্যাচালের নাটক বানাইছে শালা পরিচালকশিক্ষনিয় কিছু নাই।,0
2559,পুরাই ফালতু হইছে,0
2560,এইডা কোন নাটক হইলো????🤢,0
2561,"ত্রসব কি কোন নাটক হইলো, ফালতু",0
2562,মোশারফ মিয়ার দিন মনে হয় শেষ হয়ে আসলো,0
2563,বালা লাগলো না,0
2564,"বাজে এবং ফালতু একটা নাটক,,",0
2565,"ফালতু,নাটক নামের কলংক।",0
2566,"তোরা শালার পুতেরা আর একটা নাটক বানাবি মোশারফ করিম কে দিয়ে""স্পাম খোর""শালা মুর্খের বাচ্চারা!!!",0
2567,"সাগর জাহানের ""সেই রকম চা খোর"" এর পরঝাল খোর টা ভাল লাগছিল,তারপর একটা খোর ও ভাল লাগেনাই,আর এটা আমার দেখা মোশাররফ করিমের সবচেয়ে বাজে নাটক।গল্পে একদমই মজা ছিলনা,",0
2568,"বিনোদনের নামে পাগলামি ছাড়া আর কিছুই নেই,,যতসব",0
2569,পারলে দুই তিন বার Dislike দিতাম।,0
2570,বালের নাটকহালারা কি সব ফালতু নাটক বানায়নাটকেরই সম্মান থাকলো না,0
2571,সেরা ফালতু নাটক,0
2572,আবালচোদা নাটকের আবালচোদা গল্প আচোদা অভিনয়,0
2573,"ফোন রিসিভ করতে করতে কাপর চেন্জ হলো কিভাবে,,, ফালতু",0
2574,এটা কোন নাটক হল। ফালতু সব।নকল করা পরিচালক দের একটা রোগ এখন।,0
2575,এন্ডিংটা ভাল লাগে নাই।  আরো ভাল করতে পারতো।,0
2576,"বুঝিনা, এবার এর ঈদের নাটক গুলার কোয়ালিটি এত বাজে কেনো।  কিছু নাটক অনেক ভালো হয়েছে।  এইটা একটা নাটক হল......  বাংলাভিশনে মত একটা চ্যানেল এই নাটক গুলা কি ভাবে সিলেক্ট করে বুঝি না.....  কোন কিছুই পুর নাটক টা দেখে খুঁজে পেলাম না...",0
2577,বালের নাটক ডিস লাইক ১০০℅,0
2578,জোর করে হাসানোর চেষ্টা। ফালতু,0
2579,মোশাররফ এর দিন শেষ।,0
2580,ডিসলাইক দিতে বাধ্য হলাম,0
2581,ঈদ মোবারক,0
2582,কি হইলো মোশারফ ভাই এইটা। সেই ঝালখোর সেই চাখোর এর অভিনয় কোথায় ভাই। জমজ এর আরো পর্ব দেখতে চাই,0
2583,খানকির পোলার নাটক দেখা মানে সময়টা নষ্ট হওয়া,0
2584,বালের নাটক করে।,0
2585,এরকম বাজে কনসেপ্ট নিয়ে নাটকের বেইজ্জত করার মানে হয়না।আশা করব ভালো কিছুর।,0
2586,এখন মোশাররফ করিমের নাটক দেখা মানে সময় নষ্ট করা ছাড়া কিছুইনা। পুরোটাই ছেলে ভোলানো ভাড়ামি।,0
2587,বাল নাটক,0
2588,পালতু একটা নাটক ভাইরাল হলেই এটা নিয়া আর কত নাটক বানাবেন,0
2589,মোশাররফ করিমের এমন নাটকে অভিনয় করা উচিত ছিল না,0
2590,১০ কেজি গাজা খাওয়ার পরেই এইরকম নাটকের আইডিয়া আসতে পারে,0
2591,"নাটক দেখে মজা পাইলাম না,",0
2592,এসব জগাখিচুড়ি টাইপের গল্প প্লিজ চেইন্জ করেন যত্তসব ফালতু নাটক।,0
2593,এটা কোন কাহিনী হল।,0
2594,মোশাররফ করিমের এসব ফালতু নাটক করার মানে কি? কাজের অভাব তার? তাহলে এসব ফালতু স্ক্রিপ্টের কাজ না করে ব্যাবসায় নামেন৷,0
2595,এরকম বাল না বানাইলে হয় না ভাই!,0
2596,মোশাররফ করিমের অভিনয়ে সেই আগের মত ধার নাই,0
2597,এগুলো কি নাটকের মধ্য পরে?,0
2598,"নাট‌কের কোন ধার নাই, কোন মজাই পাইলাম না, নাট‌কের না‌মে এক ধর‌নের ধোকাবা‌জি এটা",0
2599,বাল মারকা নাটক,0
2600,ভালো লাগে নাই,0
2601,পাগলের কারখানা,0
2602,বালছাল করে এগুলা  সালারপুত নাটক থেকে অবসর নে☹,0
2603,বালের নাটক।,0
2604,পুরাই ফালতু হইছে,0
2605,পাদের নাটক পুরা,0
2606,বালের মোশারফ এর নাটক কে দেখে,0
