Data,Sentiment
আমি ভারতীয় কিনতু সব সময়ই আমি বাংলাদেশের নাটকগুলি দেখি বাংলাদেশের নাটক গুলো সেরা জোস  লাভ ইউ বাংলাদেশ,1
ফালতু পুরা,0
নাটকের কাহিনী একবারে ফালতু এত ফালতু নাটক মানুষ  বানায় কেমনে,0
অনেক ভালো লাগছেনাটকটি নামাজ এর জনন,1
পরায়  দিন দরে অপেকষায় ছিলাম কখন দেখবোএখন দেখতেছি   ,1
টাকা পাইলেই কি  এইসব নোংরা অভিনয় করতে হয় নাকি যতসব ফালতু,0
হমমমম অনেকদিন পর একটা বযতিকরমী  ধারী নাটক দেখলা  অবশয শামীম ভাই এর জনয নাটকটা আরও বেশি  এ ভরে উঠেছিল,1
নাটকের সটোরি খুবই ভালো এবং মেহজাবিন আর নিশো ভাইয়ের অভিনয় অসাধারণ,1
নাটকগুলা এত কেমনে সেরা হয় রে,1
এখানে মেয়েটা যেটা করছে সেটা ভালবাসানা  হযারেসমেনট যখন যা ইচছা বলে গেছে ছেলেটাকে এবং পরে যখন দেখলো ছেলেটার মাঝে পরিবরতন তখন সে আবার লোভে পড়ে গেছে এটাকে ভালবাসা বলে  ভালবাসার গুষটি চুদি,0
এতো ভালো লাগলো বলার বাশা হারিয়ে ফেলছি,1
আমাদের সাহিদ কাপুর নাই কিনতু আমাদের আছে আফরান নিশোযদি আমাদের দেশে ভাল মানের কোনো ফিলম ডিরেকটর থাকতো তাহলে নিশবনদেহে আমরাও কাবির সিংয়ের থেকে ভাল সিনেমা পেতাম মেহজাবিনমিজানুর আরিয়ারসবমেশবর অলি সবাই আমাদের অনেক পরিয় মানুষ,1
অনেক সুনদর,1
আমি ইউটিউব এ যতো নাটক দেখেছি তার মদধে এটা বেসট এতো সুনদর কাজ আমি খুব কমি দেখেছি মনে হয়অননেক ধননবাদ সকল অভিনয় শিলপি এবং পরিচারক ভাই কেতবে যদি একবার হলেও দেখা হতো জেরিন এর সাথে আমরা যারা দরশক আছি সবার কাছে আরো ভালো লাগতো  ,1
অসাধারণ,1
অনেক ধনযবাদ ভাই অনেক দিন ধরে আশায় ছিলাম কখন নিশো ভাইয়ে নাটক দেখব খুবই সুনদর ছিলো কথা গুলা আরও সুনদর,1
অসাধারণ বাসতব জীবনের কাহিনী,1
শামিমের লুচচার মতোই লাগে আর ফারহানের টুকাই এর মতোই লাগে,0
বালের নাটক পুরা নাটকেও এক পলেট কাচচি খাইতে দিল না কলপনায় ই কাচচি দেখাইলোএইটা কিসের কাচচি খোড় যেখানে কাচচি ই খাইতে দেয় নাই ডাইরেকটর ফকিননিরা কৃপণতা ছাইড়া দিয়া নাটক কর এই সব ফকিননি নাটক দেখি না এক পলেট কাচচির জনয টাকা খরচ করতে পারে না আবার নাটক বানায়,0
অসাধারণ লিখনি আরিয়ান ভাই আপনার তুলনা হয়না আর অপুরব তো এক কথায় সুপার হিট,1
নামাজের বিবিষয় টা খুব ভাল লাগলোধনযবাদ ওমি ভাই কে  নামাজে কনসেপট টা রাখার জনয,1
অসাধারন বস আরিয়ান,1
ভাই ধনযবাদ এইরকম সুনদর করে নাটক বানানোর জনয আরো নতুন নতুন এইরকম নাটক উপহার দিবেন আশা করি,1
অনেক ভালো লাগল,1
খুব খুব সুনদর একটা সটোরী,1
আসলে মোশারফ করিম বযাকতিগত জীবনে ছোট বেলায় অনেক ফাজিল ছিলো না হলে এই রকম ফাউল অভিনয় কিভাবে কি করে,0
এক কথায় অসাধারণ নাটক নামাজ এর পরতি ভালবাসা পরকাশ করার জনয ধনযবাদ,1
ফাটাফাটি একটা নাটক দেখলাম পরিচালক কে অনেক অনেক ধনযবাদ এমন সুনদর একটা নাটক উপহার দেওয়ার জনয,1
অসাধারণ একটি নাটক,1
কোন বালডাই বুঝতে পারলাম না,0
এর সেরা নাটক,1
ফালতু নাটক মো করিম বাংলাদেশের নাটকের জগৎকে ধবংস করে দিসে,0
এমন ভালবাসা দেখে মনে হয় ভালবাসতে,1
ভাইকে অসংখয ধনযবাদ বরতমান নাটকে নামাজের কোন দৃশয থাকেনা অথবা সচরাচর দেখি না কিনতু  ভাই যা করে দেখিয়েছে নিশচয়ই তিনি ধনযবাদ পাওয়ার যোগয যারা নামাজকে ভালোবাসেন তারাই শুধু লাইক দিন,1
দারুন হয়েছে এই রকম নাটক আরো দেখতে চাই,1
অনেক ভালো ছিলো,1
আরিয়ান ভাই আপনি আবারো পরমান করলেন আপনি সবার সেরাআপনি সবার থেকে আলাদাঅসাধারন কাহিনী আর অপূরব ভাই এর অসাধারন অভিনয়রোমানটিক নাটকের বস ইনি,1
মেহজাবিন  মিজানুর রহমান আরিয়ান এক কথায় অসাধারণবড় ছেলে বুকের বা পাশে তুমি আমারই,1
শালীনতার সীমা লঙঘন করা উচিত নয়,0
অতযনত সুনদর মারজিত একটি নাটক ছিল,1
একি দরনের নাটক বার বার ভাল লাগে না,0
অসাধারণ হইছে,1
অনেকদিন পর এত সুনদর টেলিফলিম দেখলাম,1
মেহেজাবিন কে অনেক সুনদর লাগতেছে,1
 অনেক অপেকষার পর নাটকটা দেখতে পারছিসতযিই নিশু ভাই মানে অনযরকম একটা ভালোলাগা ভালবাসা,1
নাইস নাটক আফরান নিশোর,1
নামাজের বযাপারটা খুবি ভালো ছিলো,1
বহুদিন পর একটা অসাধারন নাটক দেখলাম,1
দারুন একটা নাটক এরুকুম নাটক তরি করা দরকার,1
খানকির পোলার নাটক দেখা মানে সময়টা নষট হওয়া,0
নাটকের নায়িকা সো সুইট আমার অনেক ভাল লেগেছে অভিনয় টা অনেক সুনদর মনে করাশ খাওয়ার মত  চোখ এবং হাসিটা খুবই মন কাড়ার মত,1
আজকের নাটক চলচচিতর বা বিনোদন মাধযমগুলো কেন সমাজে ভযালু তৈরী করতে পারে না তা এইসব নাটক দেখলেই বোঝা যায় আমরা খাদয চয়েস করে খাই এজনযই যে এতে আমাদের উদরপূরতি হওয়ার সাথে সাথে মনের চাহিদাও মেটে ঠিক তেমনি আমরা বিনোদন নেই শুধুমাতর আননদ নেওয়ার জনয নয় বরং মনের খোরাক মেটানোর জনযওআর এই ধরণের নাটকগুলো মানুষকে মনের খোরাক দুরের কথা বিনোদন দানেও অপারগ,0
সতযি দারুন একটা নাটক,1
সতযিকার পরথম ভালবাসা কোনদিন ভুলার না,1
কি অসাধারণ নাটক,1
এভাবেই অশলিলতার ফাঁদে পরে মানুষের অনতর থেকে হারিয়ে যাবে পরিয় আফরান নিশো,0
বাংলাদেশে এতো সুনদর সুনদর    সকলেই  খুব ভালো  করে বাংলাদেশ     ,1
নিসো ভাইয়ের মত সেরা অবিনেতা আর নেই তুমিই আমাদের বসতোমার সব নাটকই আমার থেকে বেসট লাগে,1
তোমার গলপের পুরনো অধযায় আমিনতুন গলপে অনয কারো বাসআমার গলপে তুমি চিরদিনই সতযঅলিখিত কোনো বিমোহ উপনযাস  অসাধারণ  এত সুনদর একটা নাটক উপহার দেওয়ার জনয আফরান  নিশো ভাইয়া কে ও মেহজাবিন আপু কে অনেক অনেক অনেক ধনযবাদ জানাই ,1
খুব সুনদর হল তা ছাড়া রিয়াজ আমার পরিয় এককটার,1
সেরা সেরা সেরা  এর সেরা  বেসট  বেসট নাটক এটাই খুব ভালো লেগেছে   ,1
এটা কোন নাটক হইলো  কাহিনী ছাড়া ফেতরামি করে নাটক তা শেষ করলো মোশাররফের মত একজন অভিনেতা যদি এমন রুচিহীন নাটক করে তাহলে আর বলার  কি থাকে,0
অসাধারন নাটকশেষের দিকটা তো আরো বেশি ভালো লাগলতুমি ছিলে আছো আজ ওতুমিই থাকবে এ মনে,1
মনের মধযে গেঁথে গেলোরিয়েল লাভ,1
অসাধারণ আফরান নিশো,1
 সালের সেরা নাটকটি দেখলাম আজ  সেরা জুটি,1
অসাধারণ  নাটক,1
আরফান নিশু আর তানজিন তিশা জুটি সবসময়ের জনয সেরাআপনাদের মতামত কিউনাদের নাটক আরো কে কে দেখতে চান,1
পারকে এক আপু দাঁড়িয়ে দাড়িয়ে কিস খাইতেছিলোবললাম বসে খানবসে খাওয়া সুননাত অমনি আমাকে বেয়াদব বইলা গালি দিলবয়ফরেনড তেড়ে মারতে এল,0
খুব সুনদর একটা নাটগকিনতু  বছর বয়সে কলেজে পড়ে কি ভাবে আমি তো ভাবতে ভাবতে বুইড়া হইয়া যাইতাছি,1
আমার মনে হয় বছরের সেরা নাটক হবে এই নাটক টা,1
নিশো ভাইয়া তুমি এতো ভালো  হয়ে এটা কিভাবে করলেন আপনার নাটক তো ভালোই চলছিল তারপর ও  করলেন   মুভির  এটা  আপনার জনয ঠিক হয়নি,1
অপূরব অনেক জনের মধযে একজন,1
আমার দেখা সেরা নাটক,1
কার ভকত বেশি মেহজাবিন অথবা তানজিলা তিশা,1
দুইজনেই সেরা,1
ভাল বাসার জয় হোক কাউকে যেন খালি হাতে ফিরতে না হয় লাভ ইউ,1
সিরিয়াসলি  মোশাররফ করিম এতত ফালতু নাটক করতে পারে  লাসট  বছরে তার কোনো ভাল নাটক দেখি নি    চাঁদের নিজের কোনো আলো নেই   এই নাটকটা দেখার পর মোশাররফ করিমের সেই রকম ফযান হয়ে গিয়েছিলাম  এই রকম নাটক কেনো করে না এখন  যতসব সসতা কাহিনী নিয়ে নাটক বানাচছে  বাংলাদেশ এর নাটকের ভবিষযৎ নষট করছে  এখন মোশাররফ এর নাটক অনেক অনিচছা সততেও দেখি কোনো পরিবরতন আসছে কিনা দেখার জনয নাহ  পরিবরতন তো নেই ই উলটা আরো বাজে করতেছে ,0
বেগরাইনড মিউজিক এর জনয কথা শুনা যাচছে না তার পর ও কিছু আদা বলদ বলতেছে নাইস অসাধারণ দারুন বাল লাগছে,0
খুবই ভালো লাগে আফরান ভাইয়ের নাটক গুলা সতযিই অসাধারন,1
অপূরব,1
শেষ পরযনত কাদতেই হলো অসাধারন গলপ অভিনয় সব মিলিয়ে সতযি অসাধারন,1
অসাধারণ লেগেছে নাটক টা,1
শামিম ভাই বস  শেষটা অসাধারণ,1
অপূরব  সতযি তুমি অপূরব,1
সুনদর একটা নাটক,1
অনেক ভাল লাগল নাটকটানিশো বলে কথা,1
নাটক টা আমার কাছে অনেক ভালো লাগলো আমার মতো কে কে অপূরব ভাইয়ের পাগলা ফযান আছেন,1
ওতোটা ভালো হয় নি,0
চোখে পানিটা কে দরে রাখতে পারলাম না অনেক কষট পেয়েছি অসাধারণ একটা নাটক দেখলাম খুব সুনদর,1
অনেক ভাল লাগছে,1
অসমভব সুনদর একটি নাটক অনেক ভাললেগেছে,1
ফালতু নাটক,0
দু জনেরই অাভিনয় অনেক সুনদর হয়ছে ধনযবাদ,1
রিয়াজ পারফেকট অভিনেতা,1
নাটকটা দেখে পরথমে অনেক ভালো লাগছিল বুঝতেও পারি নি লাসটে এসে এত কাদতে হবে এখন ভাবি যাকে এত এত ভালোবাসি সে যখন আমার কাছে থাকবে না তখন আমি কি করবো কে কে কেদেছ নাটকটা দেখে,1
শামিম ভাইও পলাশআছে বলে নাটকটা দেখা শুরু করলাম আাশা করি ভালো হবে ,1
সেই রকম বাল খোরএটা কোন নাটক হলো,0
মন ভালো করার মত শরেষঠ নাটক,1
অনেকদিন পর একটা ভালো মানের নাটক দেখলামখুব ভালো লেগেছে,1
এ কেমন ফাযলামি,0
চরম নাটক,1
কমেনট  লাইক দেখেই বুজতে পারছি নাটক টা ভালো হবে,1
টাইম নষট করলাম,0
সতযিই অপূরব মেহেজাবিন তোমরা সতযিই অসাধারণ সতযি ছোটট একপটা ধনযবাদ দিয়ে তোমাদেরকে ছোট করবোনা হরদয়ের গহীনে রেখে দিয়েছি আরর আজীবন থাকবে,1
ভাই কি গলপ বানানোর সময় ভুলে গেছিলেন  নাকি  যে এটা বাংলা নাটকগলপটা আরও ভালো করা যেত আর নাটকের কসটিউম বাজে ছিল,0
এই নাটক  সেরা নাটক,1
অনেক সুনদর একটা নাটক অসাদারন,1
নিশোর সব ভাল লাগছে কিনতু সিগারেটের ধোয়া মেয়েটার দিকে ফুক দেওয়াটার কারনে অনেকে বাজে কিছু শিখবে সটাইল মনে করে যেটা খুব অশোভনীয়,0
এতো  মজা করে  রে,1
শালির ঘরের শালি তুই মজা বুজিস না,0
আমি কলকাতার ছেলে বাংলাদেশের পরতিটি নাটক বেষট,1
বৃনদাবন দাস  চঞচল চৌধুরী  মোটা মিঠু শাহনাজ খুশী এবং তার দুই ছেলে সবাই আমাদের পাবনার চঞচল তো আমার থানারই ছেলে শুভ কামনা রইলো সবার জনয পরতিটি নাটকই আমাদের পাবনার ভাষায় করার জনয গরববোধ করি বৃনদাবন দাসকে নিয়ে,1
অভিনয় হল সকল কিসুই  অভিনয় না করাএই নাটকটি অসাধারন  বাসতবতার সাকষি বহন করেএবং তানজিন তিশা এক কথায় অসাধারন অভিনেতরী,1
নাটোক টা  অনেক সুনদর হয়েছে বাট অনেক কষটের  এই টায় বাসতব ভাইদের কাছে বোনদের মুলয কত টা আছে,1
ফালতু নাটক,0
অসাধারণ,1
এই নাটক টা এজনয ভালো মনে হইছে যাই হোক নামাজের কথা কখনো বলা  হয়,1
কি দেখলাম এইটা এর সেরা নাটক,1
অসাধারন নাটক,1
ফালতু একটা নাটক,0
দারুন অভিনয় দকষতা,1
ফালতু নাটক মিনিট হুদাই নষট করলাম,0
আমার জীবনে দেখা নাটক গুলির এটাই সেরা ,1
পরিচালক অমি ভাইয়রে কইতাছি  এটা আমার বযকতিগত মতামত নিশো ভাইয়ের লগে তিশা আপার চাইতে মেহজাবিন আপা সাবিলা আপারে ভালো মানায়বেসট ডরামা  ভাললাগছে,1
তিসার নেকামি একটু বেশি হয়ে গেল এ নাটকে,0
ভালো লাগলো,1
অসাধারণ নাটক,1
ফালতু নাটক,0
নিশো ভাই আপনার ওভিনয় রে ভাই মানতেই হইবো আসা করি  এর সেরা নাটক এই টাই হবে,1
আফরান নিশোর অভিনয় ভালো লাগলো,1
নাটকে তিশার সবভাবে একটু অসংগতি আছে একদিকে সে পাঁচ ওয়াকত নামাজ পড়ে মাথায় হিজাব পরে খুবই পরহেজগার নারী কিনতু তার পোশাক কিছুটা অশালীন বিশেষ করে ওড়না নেয়াটা তার সবভাবের সাথে পোশাক যায় না পোশাক সজজায় যারা তাদের আমাদের সমাজ ও সমাজের মানুষ সমপরকে ধারণা কম,0
অসাধারণ একটা নাটক,1
এটা কোন নাটক হলফালতু,0
রিয়াজ ও নাভানা জুটি কে ভিসন মানিয়েছে তাই এ জুটি কে আরও বেশি বেশি নাটক এবং সিনেমায় দেখতে চাই,1
অপূরব মানে আসাধারন কিছু একটা,1
ফালতু নাটক,0
মিসু ভাই দারুন,1
খুব সনদুর নাঠক,1
এনডিং টা রোমানটিক হইলে ভালো লাগতো,1
মোসারোফজনপরিয় নষট করারজনয এসবকাহিনিবালেরনাটক,0
একে বারে ফালতু নাটক    নাটকটির একটুও গলপ ভালো লাগলো না  আমার কাছে সেই,0
আর সবার পরথম দিয়া তো পুরই খাফের খাফ কলেজ করাশ  আমরা চাই,0
দাদা আমার কাছে তুমিই এতো সুনদর একটা নাটক উপহার দেওয়ার জনয ধনযবাদ,1
ওমি ভাই নাটক টা আরও ভাল করা যেত কিনতু  আগেরটার মত এত ভাল হয় নাই নাটকটার শেষের অংশটুকু পুরাই কষেত হইছে               ,0
নাটকটা অনেক ভালোছিল এই অভিনেতরী অভিনেতারা গরামগঞজের অভিনয় করে যা দেখতে অনেক ভালোলাগে,1
সতযিই নাটকটি সুনদর ছিলমাবরুর রশিদ বাননাহ ভাইয়ের পরতি অনতর থেকে দোয়া রইল যাতে এমন সুনদর সুনদর নাটক আমাদেরকে উপহার দিতে পারে সতযিই এমন চরিতরের মেয়েরাই পারে ছেলেদেরকে একটা সুশৃঙখল ও জননাতি জীবন উপহার দিতে,1
পাবনা আর কুষটিয়ার ভাষার নাটক গুলো অসাধারণ হয় আরো বেশি বেশি চাই পাবনা কুষটিয়ার ভাষার নাটক,1
বুঝলাম না মানুষ কেমনে এই নাটক কে রুচিশীল বলে সব ফাউল নাটক,1
একটু ও ভালো লাগল না ছেলেটার বাজে কথা বলা উচিত হয় নি মেয়েদের সমমান করা উচিত আর এখানে মেয়েটার কোনো দোষ নেই ও সরি সরি সতযি খুব ভালো লাগলো ,0
ফালতো একটা,0
অসাধারন,1
সতযি অসাধারণ একটা নাটক,1
অসাধারণ সুনদর বাসতবধরমী একটি গলপ কাজী আরেফিন ওমি ভাইকে ধনযবাদ এমন একটি সুনদর নাটক দরশকদেরকে উপহার দেয়ার জনয,1
এক কথাই অসাধারণ একটি নাটক,1
অনেকটা কাবির সিং মুভির মতো,1
অসাধারণ বলার মত না,1
বালো লাগছে নাটক টা,1
অনেক দিন পর আরিয়ানের একটা আবারো ঝাকালো ডরামা দেখলা আমার মতে  এর সেরা নাটক এইটাই,1
মাশাআললাহ নামাজের দৃশয দেখে অনেক বেশি ভাল লেগেছে ধনযবাদ জাজাকাললাহ খাইরান,1
অসাধারণ আবারো মুগধ হলাম অপূরব  অভিনয়ে মিজানুর ভাই আপনার কাজের তুলনা হয় না আপনি ঠিক জানেন মানুষের মন কিভাবে ছুঁতে হয় আমাদের কলকাতায় আপনার মত কাউকে ভীষণ দরকার বাংলাদেশের নাটকের বহু দিনের ভকত আমি আবারো পরেমে পরলাম নতুন করে ধনযবাদ এরকম নাটক উপহার দেবার জনয আরও চাই এরকম শুভকামনা রইলো,1
সতযিই বলে বা লিখে বোঝানো যাবে না নাটক টা কত ভাল লাগল,1
বরতমান সময়ে মোশারফ করিমের নাটক দেখা মানেই সময় অপচয় করা,0
খল নায়িকা মিথিলা,1
একটা ছেলের সাথে পরেম করতে তার টাকা পয়সা কে না তার মন টা কে দেখা দরকার তেমনি একটা মেয়ের সাথে পরেম করতে হলে তার সুনদর মন দেখা উচিত তার রুপ না,1
বৃনদাবন দাসের উনার নাটক মানেই গরামবাংলার শত শত পোলিতে অধিকারের কথা একমাতর উনার নাটক গুলো দেখলে চুখের পানি ধরে রাখতে পারিনানাটকটি  আর ভালো লাগলো উনার দুই ছেলের অভিনয় দেখে,1
আমার দেখা সবচেয়ে কম খরচের নাটক হয়ত এটিকিনতু কোথাও মনে হয়নি আরো কিছু হলো  ভালো হতোভালবাসা টা ঠিকই বুঝা গিয়েছে,1
ভাই নাটকটা সতযি খুব খুব ভালো লাগছে,1
এই নাটকটিও যে এতো ভালোতা জানা ছিলোনা এখন রাত মিনিট নাটকটি খুব মজা নিয়ে দেখছিশুধু বিভিননরকম এযাড খুবই পযারা দিচছে,1
ফালতু নাটক,0
কেউতানজিন তিশার পায়ের দিক খেয়াল করছেনওয়াকবসতিডাসটবিন,0
মোশাররফ করিম সাহেব আপনার মতো একজন অভিনেতার গলপ এবং চরিতর বেছে বেছে কাজ করা উচিত এটা ফালতু একটা গলপ,0
এই ঈদের গরামের নাটকের মধে সেরা নাটক হচছে এইটাই জয়েন ফযেমেলী বযাচালার ঈদ অসাধারণ দুটি নাটক,1
এতো এতো এতো ভালো লাগছে আমার কাছে এই নাটক টা,1
বাংলা মুভির চেয়ে নাটক ভালো লাগে,1
কে কে আমার মতো এখন আর মোশাররফ করিমের নাটক দেখ না লাইক দাও,0
সেই রকম একটা ফালতু নাটক,0
নিশো মানেই ফাটাফাটি সতযিই দারুন,1
বেসট ওয়ান,1
বাংলা নাটক অনেক ভালো লাগে আমার মত কার কার ভালো  লাগে  বলবেন,1
তানজিন তিশার অভিনয় খুব ভালো হয়েছে ,1
আসসালামু আলাইকুম এই নাটকটা যারা বানিয়েছেন তারা ফাহিম নামটা পালটে দেন আর না হলে আমি থানায় জিডি করব এই নাটকের একটার যারা তাদের কেউ দোষারোপ করব আর যারা কযামেরামযান তাদেরকে অনুসরণ করব জলদি জলদি এই নাটকটা ইউটিউব থেকে ডিলিট করে দেন আর না হলে নামটা পালটে দেন মনে রাখে না না হলে সামনে বিপদে পড়তে পারেন,0
আর একটু বাড়িয়ে মিলটা সুনদর করে দিলে ভালো হইতশেষটা ইমোশনাল মেনে নিতে পারলাম না,1
মাবরুর রশিদ বাননাহ কি নাটকে শুধু অশলীল সংলাপ ই রাখবে ফালতু পরিচালক সসতা জনপরিয়তা লাভের অাশায় এমনটা করা মূরখতা ছাড়া অার কিছু নয়,0
পুরাই জোস,1
নাটকের পরিচালক অসুসথ মসতিষকে এই নাটকের গলপ টা লিখেছেন ,0
নাটকটা ভালো ছিল,1
তিশার চরিতর টা আরেকটু লাজুক হইলে ভাল হইত,1
অপূরব ভাই সেই লাগে,1
সুনদর গলপ সাথে একটা সুনদর একটা মেসেজ আমার দেখা একটা সেরা নাটক,1
নামাজ পড়ার জনয যে মেসেজটা দেয়া হয়েছে তার জনয এটাই আমার  এর সেরা নাটক,1
 সালের সেরা নাটক এটিধনযবাদ আরিয়ান ভাইয়া এতো সুনদর একটি নাটক উপহার দেয়ার জনযবড় ছেলেবুকের বা পাশের পরে এটা আপনার দেয়া তৃতীয় উপহার আরিয়ান ভাইয়াধনযবাদ নিশো ভাইয়া এবং মেহজাবিন আপু,1
অপুরব মানেই অসাধারণ কিছু উপহার,1
কারণ খুজলে হাজার টা বারন কারন না খুজে বালোবাসাতে নেই বারোন,1
এটা কি নাটক নাকি সবরগীয় কিছু,1
ওয়াও অসাধারণ,1
শাওন ভাইয়ের কাছ থেকে এমন ভুদাই মারকা নাটক আশা করি নাইআমার দেখা সবচেয়ে বাজে নাটক এটাইআসলে নাটক নিরবাচনে শাওন ভাইয়ের এমন ভুল সিদধানত খুবই দুঃখজনক আশা করি শাওন ভাই তার ভুল বুঝে পরবরতীতে এমন আচুদা নাটকে আর অভিনয় করে নিজের কযারিয়ার ধবংসের  মুখে টেলে দিবে না,0
বালের নাটক,0
অসাধারণ নাটক আমার কাছে অনেক ভালো লাগছে,1
তানজিন তিশা রে পুরাই বিরকতিকর লাগে,0
খুব ভাল লাগল নাটকটা অসাধারণ মন খারাপ ছিল ভাল হয়ে গেল,1
অপূরব  ভাই আপনার নাটকগুলো ভীষণ  ভালো লাগে   আর আপনার নাটক গুলো  দেখার পর  অদভুত  এক অনুভূতি  কাজ করে নিজের মাঝে   সতযি  আপনার মত এমন অভিনেতা দবিতীয় আর কেউ হবে না ,1
ভাল লাগছে,1
ফালতু নাটক,0
এটা কোন নাটক হল নাকি,0
সতযি কী লিখবো বুঝতে পারছি না শুধু বলবো অসাধারন,1
আমার অনেক আশা ছিল নিশু ভাই আমার নাম দিয়ে নাটক করবেআজ সেই আশা পূরণ হলোনাটক টা অসাধারণ ছিল,1
ফালতু নাটক,0
অনেক ভালো একটা নাটক ছিলোঅনেক ভালো লাগলো ধনযবাদ পরিচালক সাহেব কেআরফান নিশো বস,1
অসাধারণদারুন লাগলো,1
অনেক সুনদর নাটোক নামাজের দরিশোটা খবু সুনদর আর তাহিরি সাবের ডালোক ছিলো ডেলে দেই বিনোদন আর শিখোনিয়ো অনেক কিছুই ছিলো,1
অসাধারণ একটি নাটক পরিচালকে অনেক ধনযবাদ এতো সুনদর একটি নাটক উপহার দেয়ার জনয,1
অনেকদিন পর এই নাটকে আলগা সিদদিকরে দেখালাম,0
শেষে আননদে চোখে পানি চলে আসলোপিউর ভালোবাসা ম থেকেই বুঝতে পারছিলাম নিশোর কিছু  হয়েছেঅনেক ভালো লাগলো শেষ টা,1
ওরা হচছে সমাজ নষট হওয়ার জনয দাই,0
আশরয় নাটক সেরা   এর মেরিল পরথম আলো পুরসকার ওই নাটক পাবে,1
শেষ অংশটা দারুণ,1
বরতমানের ফালতু নাটক ভালো কোনো  নাই,0
ফাউল একটা নাটক,0
বাংলাদেশের নাটক গুলো এতো সুনদর কিনতু এখন তো সবাই বযসত থাকে হিনদি সিরিয়াল গুলো নিয়ে অসাধারণ একটি নাটক অনেক ধনযবাদ পরিচালকও যারা এতো সুনদর অভিনয় করেছেন,1
ভালো লাগলো ভাই আপনার নাটক গুলো অনেক ভালো লাগে,1
অসাধারন বাংলার নাটক জগত,1
বাননা মাগির পোলা যেমন লুচছা খানকির পোলা ওই রকম লুচছামি নাটক তৈরি করছে,0
অনেক সুনদর নাটক,1
ফালতু নাটক,0
বাল মারকা নাটক টা খারাপ নাটকের জনয হাজার টা ভাল নাটককে হার মানাই,0
এর চেয়ে ভালো আর অসাধারণ নাটক আর হয়না অসমভব ভালো লেগেছে,1
বাজে একটা নাটক  ভাষা গুলো খুব বাজে বাংলা নাটক দিন দিন বাজে হয় যাচছে,0
মিজানুর রহমান আরিয়ানের পরিচালনায় নাটক মানেই সুপার হিট,1
অসাধারন হয়েছে,1
গলপ কাহিনি অভিনয় সবিই ঠিক চিল বাট মাতারির ডরেসআপ টা ঠিক চিলনা  এটা একেবারেই অতিরঞজিত হয় হয়ে সংসকৃতির নামে অপসংসকৃতি,0
অসাধারণ সমাপতি,1
অনেক ভাল লাগলো,1
বৃনদাবন দাস মানেই ভালো কিছু শেখার কিছুধনযবাদ পুরো টিমকে,1
খুব ভালো লাগলো,1
দারুন একটা নাটক,1
সুনদর হইছে,1
যদি সতযি বলি এটা একটা গাঁজাখুরি গলপ,0
অনেক দিন পর ভাল একটা নাটক দেখলাম,1
নাটকটা সতযি অসাধারণ যদি সময় পান তাহলে অবশযই দেখবেন,1
এরকম বিশরী এবং অশলীল নাটক বনধ করুন এখানে যাতে বাবা হিসেবে দেখানো হয়েছে আপনাকে বলতে চাই আঙকেল আপনি তো আর বেশিদিন বেঁচে থাকবেন না এরকম নাটকগুলি করতেছেন শুধু শুধু গুনা কামাচছেন  দয়া করে গুলি বনধ করেন,0
ধনযবাদ আরিয়ান ভাইএত সুনদর নাটক উপহার দেওয়ার জনয,1
পরিয় অপুরব ভাইয়া মিথিলা আপুপরম শরদধেয় মেহজাবিন আপু আমার  আনতরিক  শুভেচছা  এতো  সুনদর  একটা  কাজ উপহার দেয়ার জনযএভাবেই  আপনারা  অনেক  দূর এগিয়ে  জান সেই কামনাই করছিঅনেক  শুভ কামনা  রইল আপনাদের জনযআপনারা  অনেক  অনেক  ভালো  থাকবেন,1
বাসতব জীবন এ নামাযটা অনেক জরুরিনামায এর হিসাব সবার আগে নাওয়া হবে,1
আসাধারন ছিল,1
আসলে  অনেক বেসততার মাজে নাটক টা দেখছিদেখে অনেকে ভালো লাগলো সবাইকে অনেক ধনযবাদ,1
সময় মনে হয় চলে এসেছে আফরান নিশোর বড় পরদায় কাজ করার  গরেট হুমায়ুন ফরিদীর ছায়া দেখতে পাই শুভকামনা আপনার জনয আফরান নিশো,1
খুব ভালো লাগলো নাটক,1
ভুয়া নাটক,0
পরিচালক ভাই  আপনার কাছে আমার আবদার  সেই রকম বিরি খোর যদি বানাতেন  আমি মজা পাইতাম ,0
অসাধারণ অসাধারণ অসাধারণ,1
কুততামারা বিনোদন,0
আমার বালের নাটক,0
খুব ভালো লাগলো নাটক টা,1
 মিনিট অবধি দেখেছিজঘনয বললে ভুল বলা হবে আসলে কুৎসিত নাটকফিরিয়ে দে আমার  মিনিটএইসব বালছাল কযান যে বানায়,0
আখমা হাসান ভাই এর অভিনয় অনেক সুনদর হইসে  আরো নতুন ভিডিও চাই,1
বযাপক মজা পাইছি,1
অসাধারণ,1
আমি   এৱ নাটক দেখি নাসবাই বলে সুনদৱতাই দেখলামআৱ   ভালো লাগলোমিলি বাশাৱ কে তো আমাৱ অনেক ভালো লাগে,1
নাটক টা অনেক ভাল ছিল সতযি কারের ভালবাসার পরমাণ পেল,1
শুধুমাতর দুইটা মানুষ দিয়ে এতো সুনদর সকরিন পলে কযামনে সমভব সতযি খুব অবাক হলামধনযবাদ বাননা ভাই,1
