Data,Sentiment
জজমিয়া নাটক ,2
হাস্যকর সারা দুনিয়ার মানুষদের ‘ ঘোল ’ খাওয়ানো এ ধরণের তালিকার প্রথম নামটি হতো প্রিন্স মোহাম্মদ বিন সালমানের । ,2
ওরা না হয় খাসোগিকে হত্যা করেছে । কিন্তু আমি কি করলাম ? যুক্তরাষ্ট্র আমাকে ভিসা দিচ্ছে না কেন ? ,2
লোক দেখানু ফাইজলামি । যুবরাজকে বাচানো আরকি ! ,2
"হাস্যস্পদ যে মাস্টারমাইন্ড সৌদি যুবরাজ তাকে না জড়িয়ে , চুনুপুটিদের দিয়ে মূল ঘটনাকে অন্যপথে চালনার অপচেষ্টা , বিএনপির জজমিয়া নাটক ",2
"এটা যতটা না খাশগি হত্যাকাণ্ডের জন্যে , তার থেকেও সম্প্রতি সৌদি সরকারের তেল উৎপাদন সীমিত করার ঘোষণার কারনে । ",2
চোর বাটপার মাসতুতো ভাইএকে অপরকে দেয় সদা ঠাঁই ! ,2
প্রিন্স ছাড়া সকল নিষেধাজ্ঞাই অর্থহীন । ,0
"মমতার ধর্ম হচেছমানবতা , ভদ্রতা , সততা ! ",0
এই মমতাই তো বিজেপি জোটের সাথে ছিলো একদা । ,0
জনগণ ঘোল খাওয়ানোর জন্য যেটার লেবাস ধরা উচিত সেটাই মমতার ধর্ম । ,2
আমার কোন মন্তব্য ছাপা হয় না কেন ? ,0
সব মিলিয়ে তিনি একজন মমতাহীন মমতা ! ,2
মানবতাই শ্রেষ্ঠ ধর্ম ,1
মমতাকে নিয়ে অনেক প্রশ্ন রয়েছে ,2
এশিয়ার গ্রেট লেডি । ,1
মমতা মানবধর্ম পালন করেন ? ,2
দাংগাবাজদের জন্যে মমতার কোন মমতা নেই । ,1
মমতা সবার সাথেই ছিলো একবার করে । ,1
"বলুন , দু একটা শুনি । কান পেতে রইলাম । ",0
মানবতাই পরম ধর্ম ,1
"একদা ছিল , তাই বলে সবসময়ই থাকবে এমন কথা নেই । ",0
অবাক হওয়ার কিছু নাই । ,0
লজ্জা লজ্জা লজ্জা ,2
মমতা একজন মহীয়সী নারী । ,1
শান্তিতে থাকতে না দিলে তারা কেমনে থাকবে ? ,2
সামনে থেকে যেমনই দেখা যাক না কেনভেতরে - ভিতরে আবারও আন্তর্জাতিক বানিজ্য মেলা অনুষ্ঠিত । ,1
মিয়ানমারে জাতিসংঘ শান্তিরক্ষা মিশন পাঠানো উচিত ,1
প্রথম আলো যাচাই ছাড়া মায়ানমান জান্তাদের ভাষ্য ছাপিয়ে যাচ্ছে ! ,2
"বাংলাদেশের সীমান্ত কি এখনো উন্মক্ত ? আমরা কি এখনো মিয়ানমার সীমান্তে কাঁটাতারের বেড়া নির্মাণ করে মরণ নেশা ইয়াবা , অবাঞ্ছিত রোহিঙ্গাদের আগমন রোধ করতে পারি না ? ",2
"যারা মাঝে মাঝে দু একটি রাখাইন মারে বা মিয়ানমারের সৈন্যদের উপর হামলা করে , তাদেরকে আমার কাছে মনে হয় যে তারাই মিয়ান্মার সরকারের দালাল । যখনি রোহিঙ্গা দের বিষয়টি একটু হাল্কা হয়ে আসে , তখনই এরা একটা ছোটখাটো ঘটনা ঘটায় । আর সেই ঘটনাকে অজুহাত দেখিয়ে সরকারী বাহিনী শুরু করে ব্যাপক ধ্বংশযজ্ঞ । ",2
রাখাইনের বৌদ্ধধর্মাবলম্বী দুই ব্যক্তি মাছ ধরে ফিরে না আসার পর থেকে নিরাপত্তা বাহিনী অভিযান শুরু করে । পরে তাঁদের গলাকাটা লাশ উদ্ধার করা হয় । একই দিন একই এলাকায় বৌদ্ধধর্মাবলম্বী সংখ্যালঘু সম্প্রদায়ের দুই ব্যক্তির ওপর ছয়জন ‘ সশস্ত্র বাংলাভাষী ’ হামলা চালায় । ওই দুজন প্রাণে বাঁচলেও তাঁদের স্থানীয় হাসপাতালে চিকিৎসা নিতে হয়েছে । ,2
রোহিঙ্গারা না জানে পড়ালেখা না জানে শান্তিতে থাকতে । ,2
এদের এই মারামারিতে তো আমাদের মাথা ব্যথায় টনটন করে ,2
এর সত্যতা নেই । মিয়ানমারের মৌখিক দাবি । ,2
"একটি দেশের কোন সম্প্রদায়ের অল্পসংখ্যক মানুষ সন্ত্রাসী হতে পারে । তাই বলে সমস্ত জনগোষ্ঠীকে হত্যা করতে হবে ! ভারতে বজরং , আরএসএস সন্ত্রাসী গোষ্ঠী , কিন্তু অধিকাংশ ভারতবাসী শান্তিকামি । আপনি কি সব ভারতবাসীকে হত্যা করবেন ? ",2
রাখাইনে জাতিসঙ্ঘ শান্তিরক্ষী বাহিনী মোতায়েন করে তাঁদের তত্ত্বাবধানে রোহিঙ্গা প্রত্যাবাসন ও পুনর্বাসন করা উচিৎ । ,1
এরা ব্লেয়ারাইট ডানপন্থী । আজকেই বৈষম্যমূলক মন্তব্য করে বিতর্কিত হয়েছে । জেরেমি করবিনের সাম্যবাদ এদের অপছন্দ । ,2
ক্রিকেট ছেড়ে বিশ্বরাজনীতি নিয়ে পড়েছেন ? নাকি টাইগাররা ধবলধোলাই হবার পর আর ক্রিকেট নিয়ে কমেন্ট এ করছেন না তবে বিশ্বরাজনীতি নিয়ে মন্তব্যে অজ্ঞতার ছাপ রাখছেন কমেডিটা ক্রিকেটেই সীমাবদ্ধ রাখুন ,2
সব দেশ যদি এমন শুরু করে তাহলে আমরা যাবটা কথায় ? ,2
"মার্কিন নিষেধাজ্ঞার কারণে ডলারের বিপরীতে ইরানি মুদ্রার মান কমে যাওয়ায় বিদেশি শ্রমিকরা ইরানে থাকছে না । বাংলাদেশি , ভারতীয় ও আফগান শ্রমিকরা স্বেচ্ছায় চলে যাচ্ছে । ইরান বছরের পর বছর ধরে আফগান শরণার্থীদের ভরণপোষণ ও শিক্ষার ব্যবস্থা করেছে । তারা কাজ করে ইনকামও করছে । কিন্তু ইরানের আর্থিক সংকটের কারণে কিছু আফগান এখন আর থাকতে চাচ্ছে না । এর দায় তো ইরানের নয় । ",2
আগে সঠিক তথ্য জানুন তার পরে কমেন্ট করবেন । ,0
এর পুরো দায় যুক্তরাষ্ট্র ও সৌদী আরবের । ,2
একদম ঠিক বলেছেন । যদিও আফগানদের জন্য সব সময় মন খারাপ হয় । বেচারারা । ,2
মোদির অর্থনীতি আমার মন কেড়েছে । ,1
মোদি না আপা ? উত্তরঃমোদি । ,0
দিদি নাকি দাংগাবাজ ? উত্তরঃ দিদি ,2
"সাধারণ নির্বাচনের মুখে দাঁড়িয়ে থাকা ভারতের রাজনীতিটা আর শুধু শাসক দল - সর্বস্ব বা মোদী - সর্বস্ব রইল না । মোদী যদি জাতীয় রাজনীতির একটা মেরু হন । তা হলে বিপরীত মেরু হিসেবে একটা সম্মিলিত এবং সশক্ত বিরোধী কণ্ঠস্বরও যে প্রস্তুত , ব্রিগেডের এই সমাবেশ তা স্পষ্ট করে দিল । গণতন্ত্রের স্বাস্থ্য ফেরাল এই যৌথ স্বর । ভারতীয় গণতন্ত্রের জন্য বিষয়টা স্বাস্থ্যকরই হল । ",1
বিজেপিরই ক্ষমতায় থাকা উচিত । ২০১১ এর ডলারপ্রতি ৪৬ রুপির পরিবর্তে ৭১ ভারতীয় রুপি বিকোচ্ছে এখন । ,1
বগুড়ার তুফানের সরকারের কথা ভুলে গেলেন জনাব ? ,2
পাকিস্তান ও ভালো । দুটো বিপরীতমুখি ,0
হায়রে পাকিস্থান তোদের কক্ষনো সভ্যতার ছোঁয়া লাগবে না । ,2
"নিজের চাচাত ভাই হয়ে বোনকে এভাবে অপমান করার সুযোগ করে দেয়া একদমই অনুচিত । তাই বা কেন , যে কারো ক্ষেত্রেই এটা চরম অপমানজনক । আমাদের অারো মানবিক ও সামাজিক হওয়া উচিৎ । পরিবার থেকেই এই শিক্ষা শুরু করা জরুরী । ",2
এই কাজ শুধু বর্বর পাকিস্তানিদের দ্বারাই সম্ভব ,2
পাকিস্তানেই এটা সম্ভব ,2
পাকিস্তানীরা কোন দিন সভ্য হবেনা । ,2
বাংলাদেশের কতিপয় মানুষ তো এখন আফ্রিকার স্বল্প পরিচিত দেশে টাকা রাখে । ,0
"কর ফাঁকিবাজরা এখন বিকল্প কিছু বেছে নেবে , তবু তারা কর দেবে না । প্রয়োজনে সব টাকা রাস্তায় ফেলে দেবে ভারতের মতো , তবুও না । ",2
নতুন একটি ব্যাংক নামার অপেক্ষায় রইলাম । ,1
এই জন্যই সুইস ব্যাংকে এখন আর টাকা রাখিনা । ,2
ইরানকে সাজা দিতে যেয়ে আমেরিকা সৌদি আরব কে লাই দিয়ে মাথায় তুলেছে ,2
যারা এতদিন নতুন যুবরাজের বিভিন্ন সংস্কার কাজের বাহবা দিয়েছিলেন তারা এবার তার আসল চেহারাটা দেখুক । সকল সংস্কার কাজের পিছনেও যে নোংরা মনোভাব ছিল তা আর বলার অপেক্ষা রাখে না । ,2
এ দেখি নব্য হিটলার ! ,2
আসলে সৌদিতে হচ্ছেটা কি ? ,2
এই সালমানদের পতন সময়ের ব্যাপার মনে হচ্ছে । ,2
সৌদি রাজ পরিবার যেন লাইভ সুলতান সুলাইমান নাটক । পতন অতি সন্নিকটে । ,2
"সৌদিতে রাজতন্ত্রের অবসান এখন সময়ের দাবি , এটাই একমাত্র সমাধান । অচিরেই সৌদি আরবের লোকজন অপশাসনের বিরুদ্ধে রুখে দাঁড়াবে । এই সভ্য ঘুগে , অসভ্য রাজতন্ত্রের শাসন চলতে পারেনা । ",2
বাংলাদেশের পরিস্থিতির সাথে গভীর মিল পাওয়া যাচ্ছে ,2
"ভেনিজুয়েলা , উত্তর কোরিয়া এসব দেশের কাতারে প্রিয় বাংলাদেশের নাম ফেলতে হচ্ছে , আফসোস ! এজন্যই দেশ স্বাধীন করা হয়েছিল ? ",2
এত দেড়িতে ? আমাদেরত কবেই গেছে । ,0
"হে - হে - হে , এসকে সিনহা বাবুর পদাংক অনুসরণ করেছেন মনে হয় । ",2
বিবেকের তাড়নায় যুক্তরাষ্ট্রে কেন ? ,2
এ তো দেখি পুরো বাংলাদেশের আয়না । তবে ভেনেজুয়েলাতে গনতন্ত্রের এমন মরণে যথেষ্ট উদ্বেগের কারন আছে আর আমরাও তার ভুক্তভোগী হিসেবে সেই দেশের জনগনের কষ্টটা হাড়ে হাড়ে বুঝি ,2
এতো দেখছি আরেক বাংলাদেশ ! ,1
এ তো দেখি বাংলাদেশ আরেকটি বাংলাদেশ । ,0
ভাই ব্রাজিল না ভেনিজুয়েলা হবে ,0
বর্তমান যুগে প্রায় সব দেশের সরকারই চাইছে বিচার বিভাগকে নিয়ন্ত্রণ করতে যা একটি দেশের জনগণের অধিকার তথা গণতন্ত্রের উপর চরম আঘাত । বিশ্ব এখন একটি ক্রান্তিকালের মধ্য দিয়ে যাচ্ছে । ,2
ভেনেজুয়েলার এস কে সিনহা । ,2
যুগে যুগে দেশে দেশে । ,0
সবার পক্ষ থেকে সম্ভাব্য সব ধরনের জোরালো প্রতিবাদ হওয়া উচিত । দুঃখজনক হল দুনিয়ার মানুষ মনে করে সউদিরা ইসলামের মডেল । ফলে অদের সব অপকর্মের দায় ইসলাম এবং মুসলমানদের উপর বর্তাচ্ছে ইসরাইলের পছন্দের মানুষ না মুসলমানদের না এই বিশ্বের কারো জন্য যে কল্যাণ বয়ে আনতে পারে না ট্রাম্প এমবিএস এবং মোদীজী তার বড় প্রমান . ,2
ভেবেছিল প্রতিবাদী অন্য সৌদি নাগরিকদের যেভাবে ' চুপ ' করিয়ে দেয়া হয় খাসোগিকেও সেভাবেইকিন্তু শেষ রক্ষা হলো না । দেশে দেশে সাংবাদিকসহ সব মানবতাবাদী মানুষের একযোগে সৌদি অপশাসনের কঠোর প্রতিবাদ করা উচিত । হাতে পয়সা থাকলেই মানুষ খুন করা যায় না । ,2
চীনের শাসকদের কথা ভিন্ন তবে গণ মানূষ ভাল মানসিকতার । জীবন - যাপনে পরিষ্কার - পরিচ্ছন্ন । দেশের আইন - কানুন মানে । এই লোকটা হয়ত রাগের মাথায় নিজেকে নিয়ন্ত্রণ করতে পারেনি । তবে তারা চিন্তা ও কর্মে বাঙ্গালীদের ছেয়ে অনেক ভাল । ,1
পদ্মা সেতুর সাথে ভুপেন হাজারিকা সেতুর তুলনাকারিরা কোথায় ? ,2
যেদিন ভেঙে পড়বে পরের দিন আপনাকে খুঁজবে সবাই ,0
"হাজার হাজার মানুষকে লঘু অপরাধে গুরুদণ্ড দেয়া , খাসোগির হত্যার মাস্টারমাইণ্ড এই যুবরাজকে সৌদি এবং ইসলামী আইন অনুযায়ী প্রাণদণ্ড দেয়া উচিত । । । ",1
জাহেলি যুগ আবার আসছে ,2
"পিরিনস টিরিনস বুঝি না শুধু বুঝি ব্রিটিশ প্রিন্স চার্লস , প্রিন্স হ্যারি রিয়েল প্রিন্স এরাই । বাদবাকি সব ",2
যুবরাজের নাম সালমান নয় । সৌদি বাদশার নাম হল সালমান । যুবরাজের নাম মোহাম্মদ বিন সালমান । অর্থ হলো সালমানের ছেলে । আপনারা যদি যুবরাজের নাম লিখেন তাহলে বিন সালমান অথবা মোহাম্মদ লিখবেন । এটাই সঠিক । ,0
খাসৈাগির সব খবর আমরা পাই ইরান আর তুরষ্কের সরকার নিয়ন্ত্রিত প্রত্রিকা থেকে । তাই সন্দেহ হয় এই খবরগুলো কতটুকু সত্য বা বিশ্বাসযোগ্য । কারন এই খবরগুলো একটার সাথে আরেকটার কোন সামঞ্জস্য নাই । তাছাড়া তুরষ্ক ও ইরানের সাথে সৈাদির সম্পর্ক ভাল না । তাই খবরগুলো সত্যতা নিয়ে প্রশ্ন থেকে যায় । ,2
সৌদি ক্রাউন প্রিন্স আড়াল হতে সবকিছু নির্দেশনা দিয়েছেন ,2
আরবের লোকজন খুব প্রতিহিংসাপরায়ণ । যুবরাজ তো সীমাহীন ক্ষমতাধর । সে কি না পারে ? হয়তো খাসোগির কাটা আংগুল ' ট্রফি ' হিসেবে রেখেছে ! ,2
কোন সত্যতার বিষয়ে সন্দেহ প্রকাশ করছেন ? ,2
যাদের হয় তাদের গোঁফ রাখা বাধ্যতামূলক করা হোক । ,0
একইভাবে ভূঁড়িয়াল পুলিশদের জরিমানার ব্যবস্থা করা হোক । ,1
ছবির পুলিশ কনস্টবেলটার মত গোঁফ রাখতে পারলে তাহলেই হয় । কিন্তু এমন করে গোঁফ বানানোটা কঠিন । ,2
গাছে কাঁঠাল গোঁফে তেল ! ,2
উনি এখন যে মেটারনিটি লিভে যাবেন তাহলে কাকে প্রধানমন্ত্রীর পদে বসিয়ে যাবেন ? ,2
জাপানীরা বুদ্ধিতে পাকা ! ,1
প্রত্যেকের মাঝে এমন সহনশীলতা থাকা উচিৎ । ,1
মোবাইল মসজিদ না বলে ভ্রাম্যমান মসজিদ বলা উচিত ছিল ভালো উদ্যোগ জাপান পারে কেননা ওখানে স্থানীয় ধর্ম অত ডোমিনান্ট নয় ,1
দারুন এক ব্যতিক্রমী উদ্যোগ ,1
খুব ভালো লাগলো খবরটা পড়ে ,1
অন্যের প্রতি সন্মান জানানোর চমৎকার উদাহরন । ,1
এটাতো ঝগড়া । উভয়ে উভয়ের প্রশ্নের উত্তর এড়িয়ে গেছে । ,1
ভিক্ষা না পেয়ে হাজারে হাজারে আত্মহত্যা কর্ছে । ডাকাতের জন্য দরকার বড় বড় মারনাস্ত্র । লুন্ঠন করে করে ডাকাত সেই আস্ত্রের অর্থ জোগাচ্ছে । একসময় রাশিয়াকে বাপ ডাকতো । এখন নেতানিয়াহু থেকে শুরু করে ট্রাম্প এমনকি নিরিহ চতুষ্পদ প্রানী ও অদের মা বাপ হয়ে বসেছে । যত বাড়াবাড়ি করবে ততই তাদের অস্তিত্বে টান পরবে সময় থাকতে যদি অদের আকল ফিরে আসে । ,2
নিজের চর্কায় তেল দেন । ,2
"চীনের কাছ থেকে লিল্লাহ নিয়ে এখন নিজের বাপের লগে বাহাসে নামছে পাকিস্তান । কতরকমের বিপদ যে পাকিস্তানের জন্য অপেক্ষা করতাছে তা ইমরান কল্পনাও করতে পারতাছে না । সৌদির লিল্লাহ বন্ধ হয়ে যেতে পারে ট্রাম্পের লগে ক্যাচালে গেলে । আমার ধারণা জীবদ্দশায় আমি পাকিস্তানের পতন দেখে যেতে পারবো । স্বপ্ন দেখি , পাকিস্তান ভিক্ষা করে করে তার লোকদের খাওয়াচ্ছে ",2
লাদেন হত্যা একটি মিথ্যাচার । ' লাদেন ' নামক ফাইল ক্লোজ করার একটা বাহানা মাত্র । ,2
"মুক্তিযুদ্ধের সময় এই আমেরিকাই কিন্তু পাকিস্তানকে মদত দেয় , এই পাকিস্তানকেই অস্ত্রভান্ডার দিয়ে সাহায্য করে যাতে বাংলাদেশকে সম্পূর্ণরূপে পাকিস্তান পায় । পাকিস্তান কোনদিন আমাদের বন্ধু রাষ্ট্র হতে পারে না । ",2
মনে হচ্ছে পাকিস্থান একজন সত্যিকারের নেরা পেয়েছে । আমাদের মত দূর্বল নেত্রীত্ব থেকে এরা বেরিয়ে আসছে । ,1
"স্বার্থ শেষ তে সব শেষ এটাই যুক্তরাষ্ট্রের চুড়ান্ত নীতি । তারা তাদের স্বার্থের কিছুই করে না এমনকি সাহায্য পর্যন্ত না , এই কথাটাই বুঝতে যদি পাকিস্থানি নেতাদের এত সময় লাগে তাহলে তাদের দেশ না চালিয়ে ভেড়া চালানো উচিৎ ছিল । যাহোক একটি সুন্দর উদিয়মান অর্থনীতির দেশ শুধুমাত্র অদক্ষ রাজনীতিবিদ ও উগ্র সামরিক ব্যক্তিদের কারনে ধ্বংসের দারপ্রান্তে । আমাদের অবস্থা ও প্রায় একই , শোষিত হওয়ার যে রাস্তায় আমরা হাটছি তাতে এক সময় আমাদের অর্থনীতি ও ওপারের দাদাদের কথায় ধ্বংসের দারপ্রান্তে যাবে এটা নিশ্চিত । ",2
আপনার লিল্লাহ ঠিক আছে তো ! ,2
বছরপ্রতি হাজার হাজার কৃষকের আত্মহত্যার কথা নাইবা বললাম । ,2
টাইটেলটা দিতেন হীরের বাইকের শরীরটা সোনায় গড়া । ,2
ইহা একটি নির্বাচন পূর্ব সাজা ছিল । ,0
"পরিবারে ফিরলেই হত্যা করা হবে এটা কি আদৌ গ্রহনযোগ্য ? পরিবার অবশ্যই তার সুন্দর ভবিষ্যৎ গড়ে তুলতে সহায়তা করবে । বরং পরিবারের বাহিরে থাকলেই , ভীষন শঙ্কা থাকে । পরিবারের বাহিরে থেকে কোন মেয়ে আজ পর্যন্ত কোন সার্বজনীন সন্মানিত স্থানে যেতে পেরেছে , এমন রেকর্ড নেই বললেই চলে । হয়তো এই মুহুর্তে সে বুঝতে পারছে না । ",2
এই মেয়েটি বর্তমান ইউরোপীয়দের মত হতে চাচ্ছে । যাদের জন্মহার ও মৃত্যুহার এর পরিসংখ্যান বলছে ১০০ বছর পর তারা ইনস্টিঙ্কট জাতিতে অস্তিত্ব পরিনত হতে যাচ্ছে । যেখান থেকে ফেরার পথ নেইই বলা যায় ,2
"সৌদিতে ফেরত পাঠালে , সে ওনার কিলিংয়ের আওতায় পরে যাবে , তার পরিণতি হবে জামাল খাসাগিরের মতো । ",2
নাম প্রকাশ আর আপনারা জনগি জনগি জুদ্ধ করে ১০০ বছর পর কোথায় থাকবেন ? ,2
তিনি ইসলাম ধর্ম ত্যাগ করেছেন ,0
এখন কেউ কেউ বলবে কেয়ামত আসছে । ,2
"ঠিক আছে সম্মতি দিলাম । সময় করতে পারলে বিয়েতে উপস্থিত থেকে শুভেচ্ছা জানিয়ে আসবো নবদম্পতিকে । ট্রাম্পের সাথে একটা জরুরী বৈঠক আছে আমার , তাই নিশ্চিত করে কথা দিতে পারছি না ! ",2
বিপত্নীক বিয়ে করতেই পারেন । প্রেম ভালবাসা ব্যক্তিগত ব্যপার । ,1
পুতিন মামা আজীবনই একজন যুবক । তাই সে বিয়ে করতেই পারে । এখনও তাকে আগের মতোই সুদর্শন মনে হয় । যেকোনো নারীর মন জয় করার মতো যোগ্যতা তার আছে । পুতিন বিয়ে করলে মনে হয় সেটা আম্বানির মেয়ের বিয়েকেও ছাড়িয়ে যাবে । দাওয়াত চাই কিন্তু পুতিন মামা । ,1
কলিন্দা গ্রাবারকে বিয়ে করলে ভালো হয় । ,1
বিয়ে করলে ইউক্রেনের উপর ক্রোধ কমে আসতে পারে । সিরিয়ায় হামলাও বন্ধ হতে পারে । কারন একাকী জীবন মানুষকে একরোখা করে তুলে । তাই বিস্ব সুপার পাওয়ার পুতিনের বিয়ের আগ্রহে ভাল লাগছে । ,1
লুদমিলা পুতিন আবার বিয়ে করেছেন । তাহলে ক্ষমতার বিচারে শীর্ষে থাকা পুতিন কেন নয় ? ,0
আমাদের কাক্কুর কাছে টিপস নেন ,0
বস বিয়ে করবে এতো ব্যাপক খুশির কথা । বিয়ে করেন বস । ,1
পুতিনের জন্য ক্রোয়েশিয়ার প্রেসিডেন্ট কলিন্দা বেস্ট চয়েজ হবে । উনাদের মানাবেও বেশ । বিশ্বকাপের সময় সেটা বিশ্ববাসী ভালই উপভোগ করেছে । ,1
হুইক্কা হুইক্কা খাল কইরা দেওন লাগব । ,2
আরএসএস / বিজেপি নামক এক মনুষ্যঘাতী মরণব্যাধি পুরো ভারত জুড়ে মহামারী আকারে ছড়িয়ে পড়েছে ! এই মরণব্যাধি জীবাণু / ভাইরাসকে যত তাড়াতাড়ি সম্ভব ধ্বংস হবে ভারত তথা সমগ্র দক্ষিণ এশিয়ার মানবতাকে বাঁচিয়ে রাখার স্বার্থে ,2
"দিদি পুলিশ কমিশনার কে বাচাতে বাসভবনে চলে গেলেন , নিশ্চয়ই দিদির এতে স্বার্থ আছে । ",2
"নাটক পুরো জমে উঠেছে মনে হচ্ছে , তবে পুরো বিষয়টি যে তদন্তের থেকেও বেশী রাজনীতি সম্পর্কিত তা বেশ বোঝা যাচ্ছে ",2
বিনোদনের জন্য ভারতই সেরা । ,1
কোনটা বিনোদন আর কোনটা কমেডি ভারতীয় মন্তব্যবাজরা তাও জানেনা । তারা কপিল শর্মা শো দেখে সুনিলের নাচে বিনোদন খুঁজে পায় । ,2
"১ . রাজীব কুমারের বাসভবন ল্যান্সডাউন স্ট্রিটে । ২ . রোজভ্যালি দুর্নীতি মামলা । ৩ . টেনেহিঁচড়ে তাদের গাড়িতে তুলে নিয়ে যায় শেকসপিয়ার থানায় । ৪ . এই ঘটনার পর তৃণমূল সাংসদ ডেরেক ও ’ ব্রায়েন এক টুইট বার্তায় বলেছেন , কলিকাতার লোকজন মনে হয় এখনো নিজেকে বৃটিশ সাম্রাজ্যের অধিবাসী মনে করে । ",2
সিবিআই কেন আদালত থেকে ওয়ারেন্ট নিয়ে যায়নি ? ,2
দুর্নীতি দমনে ভারতের কেন্দ্রীয় তদন্ত সংস্থার সিবিআই খুবই শক্তিশালী । এরা কারো অনুমতির তোয়াক্কা করে না । ধার ধাঁরে না । দুর্নীতির সাথে জড়িত সন্দেহভাজন যে কাউকেই জেরা করতে পারে । বাংলাদেশের দুদক এদের কে দেখে কি কিছুই শিখতে পারে না ? ,2
এই পুলিশ প্রধানকে বরখাস্ত করা হোক । ,1
আর কমেডির জন্যে আপনি । ,1
অনেকেই জানে সারদা আর রোজভ্যালী ৪০ হাজার কোটি রুপি কে খেয়েছে । তাই মমতা ভয় পেয়েছে ,2
"ঘুঘু দেখছো , ফাঁদ দেখনি । রাজিব কুমারের সেই হাল হবে মনে হচ্ছে । যদিও জানি এটাতে ওনার থেকে দিদির হাত আছে । কিন্তু সাংবিধানিক বাধ্যবাধকতা ওনার , দিদির না । ",0
"বাংলাদেশ থেকে ওদের অনেক কিছু শিখার আছে , তবে মমতাকে অনেকটা বাংলাদেশী স্টাইলে মনে হচ্চে ",1
বাংলাদেশ যেভাবে রোহিঙ্গাদের নিয়ে আহ্লাদিপনা করছে তাতে তারা এ দেশ ছেড়ে যেতে না চাইলেও অবাক হবো না । কোরবানীর সময় সরকারের পক্ষ থেকে নাকি রোহিঙ্গা শিবিরে পাঠানো হয়েছিলো ১০ হাজার গরু ! ,2
যেখানে বন্ধুত্বের সম্পর্ক জড়িত সেখানে মিয়ানমারের কর্তৃপক্ষ রোহিঙ্গাদের ব্যাপারে কোনই সমাধান করবেনা ! ,2
"এর বিচার হওয়া জরুরি , নয়তো মানবতার চরম ক্ষতি হয়ে যাবে , জঘন্য ঘৃণিত ব্যাক্তি মেয়ানমারের সেনাপ্রধান , যার অপরাধ হিটলারের চেয়ে কম নয় । ",2
চীন - ভারত - রাশিয়া যাদের পাশে তাদের বিচার করবে কে ? ,2
"দেখেন অনিচ্ছুক ভাই , রোহিঙ্গাদের আশ্রয় দেয়া একটা ডিলেমা । প্রতিবেশী রাষ্ট্রের বর্বরতায় আমরা আশ্রয় দিয়েছি । সেটা না দিলে তাদের আরো লক্ষ মানুষ মারা যেত । আর তাদের শিশুরাও আমাদের মত মানুষ । ঈদের সময় তাদের দরিদ্রতম মানুষকে কোরবানীর মাংস দেয়া ঈমানের অংশ । এর মধ্যে কোন আহ্লাদিপনা দেখি না । তাদের সমস্যা রাজনৈতিক সমাধান হোক । ",1
চীনের কোলে বসে সে মানবতার ধ্বংসযজ্ঞ চালিয়ে যাচ্ছে এ দায় চীনেরও । ,2
"হায়রে জাতিসংঘ ! কত আর অভিনয় করবেন ? তাই যদি মনে করেন , তাহলে ওয়েবসাইটে গণহত্যার এত বড় প্রমাণ থাকবার পরও কেন তার বিরুদ্ধে সুয়োমোটো হয়ে সামরিক বা অর্থনৈতিক নিষেধাজ্ঞার চাপ প্রয়োগের সিদ্ধান্ত নিলেন না ? পূর্ব তিমুরের বেলায় , ইরাক , আফগানে আক্রমণের বেলায় আপনাদের সময় ক্ষেপন করা লাগেনাই , আপনাদের এই একচোখা নীতির মানে কি আমরা বুঝি না বলে মনে করেন ? আপনারা ফিলিস্তিনের ব্যাপারে মাঝে মাঝে এরকম হুংকার দিতেন । কিন্তু তাদের সমস্যাটা জিইয়ে রাখা হয়েছে ৯০ বছর হয়ে গেল । নাটক আর কত করবেন ? , , ",2
জাতিসংঘ তো একটা ননীর পুতুল কিছুই করতে পারবে না ,2
"নিউজ শিরোনামে আপনাদের সতর্ক হওয়া উচিৎ । এটা জাতিসংঘের একটি কমিটির বক্তব্য , সাধারণ বা নিরাপত্তা পরিষদের নয় । ",0
"খুব ভাল আহ্বান ! জাতিসংঘের কথার পূর্ণতা কাজের মাঝে দেখতে চাই , এতে আগামীতে এ ধরণের অপরাধ কমবে , হবু অপকর্মীরা কৃতকর্মের পরিনতির কথা ভাববে ! ",1
নাম প্রকাশে অনিচ্ছুকের অবস্থা রোহিঙ্গাদের মত হতে কতক্ষণ । তখন সে অন্যের দুয়ারে যাবেনা ? ,2
"মিয়ানমারের শীর্ষ সেনা কর্মকর্তাদের শুধু নয় তাদের যারা হুকুম দিয়েছেন তাদের সহ বিচার করা সহ , রোহিঙ্গাদের ভুমিতে তাদের ফেরৎ নিতে হবে । ",1
"মৃত‌্যুদন্ডই যার শাস্তি , অর্থাৎ ফাঁসি , ফাঁসি , র ",2
আপনি এত পুরান কাসুন্দি না ঘেঁটে আজকের এই সিন্ধান্তের জন্য তাদের অভিনন্দিত করতে পারেন । এটা অবশ্যই একটা নিরপেক্ষ সিদ্ধান্ত । জাতিসংঘের সীমাবদ্ধতা আছে । আমরা আমাদের স্বার্থটা সবার আগে দেখতে চাই । ,2
"অস্ত্র কিনে কেউ কোনদিন জিততে পারে না , জিতে অস্ত্র বিক্রেতাই । অস্ত্র কেনাটাই এক ধরনের পরাজয় । ",2
এই কূটনৈতিক কৌশলী ভারতই আমাদের কাজে আসবে ,1
গুজব অনুবাদ করতে পারে ? ,0
