Data,Sentiment
"উদোর পিন্ডি বুদোর ঘাড়ে চাপিয়ে প্রকৃত ব্যাংক লুটেরাদের আড়াল করা যায় না , পাবলিক এতটা অবিবেচক না । ",1
এভাবে আর পতন ঠেকানো যায় ? এভাবে আর কত ? ,0
এমডি অপসারণ বিভিন্ন গুরুতর অনিয়মের শাস্তি মাত্র । ব্যাংক কোম্পানি আইনে শুধু পরিবারতন্ত্র পরিচালন পর্ষদের পরিবর্তন না এনে শাস্তির বিধান ও আওতা বাড়ানো উচিৎ । ,1
অপসারণের নামে আসলে এদের সবাইকে নিরাপদ প্রস্থানের সুযোগ করে দেয়া হচ্ছে । ,0
দেশের বেশীর ভাগ ব্যাংকের এমডি ডিএমডি জিএম এজিএমরা বড় বড় আর্থিক দূর্নীতিতে জড়িত । সরকারকে ধন্যবাদ এই সব এমডিদেরকে অপসারণ করার জন্য । সাথে সাথে এদেরকে আইনের কাঠগড়ায় দাঁড় করানো হোক । দেশের ব্যাংক এবং আর্থিক খাতকে ধ্বংশ করে দেয়া হয়েছে । সবাই লুটপাটে ব্যস্ত । অর্থমন্রী এজন্য দায়ী । ,1
"ভাল উদ্যোগ । সরকারী কর্মকর্তাদের জবাবদিহিতা বৃদ্ধি পাবে , আশা রাখি । ",1
"৩০ হাজারের উপরে সরকারি কর্মকর্তা / কর্মচারীদের ট্যাক্স , ো রিটার্ণ জমা দেওয়া িনর্ধারণ করলে ভাল হয় । তাতে অনেকের উপকার হতো । দীর্ঘিদন ২২ - ২৪ বছর চাকুরী করে অনেক পদোন্নিত পায়নি , সেলেকশন েগ্রড , টাইম স্কেল পাইনি । নুন্যতম ৫০০০ না ধরে স্কেল ধরে িনর্ধারণ করা উচিত । ",1
দেশের অভ্যন্তরে কোন রাঘববোয়াল এবং বাংলাদেশ ব্যাংকের কারা কারা জড়িত তাদের গ্রেফতার করে প্রথমে চার্জশীট দাখিল করুন । । আরসিবিসির বিরুদ্ধে ‘ মামলা ’ পরে করা যাবে । । আগে নিজের ঘর সামলান পরে বিদেশী প্রতিষ্ঠানের বিরুদ্ধে এই লোকদেখানো মামলা কররেন । । ,1
চোর তো দেশে বিদেশে অভিজান চালালে হবে ? ,0
"বাংলাদেশ ব্যাংকের তদন্ত রিপোর্টে কী আছে , জানতে চাই । ",1
আগে নিজের ঘরের চোর ধরেন জাতি দেখতে চায় ! ,1
"নিত্যপ্রয়োজনীয় জিনিসের বাজারদর এর উপর সরকারের কোন নিয়ন্ত্রণ নেই । কেন ? তাহলে সরকারের কাজটা কি ? ক্রেতা , বিক্রেতা উভয়ের স্বার্থ ঠিক রেখে সরকারের উচিত বাজারদর নিয়ন্ত্রণ করা ! ",1
৫০ / ৬০ রুপি প্রতি কেজি কোলকাতা ও অন্যান্য জেলা গুলিতে । ,0
বাজারে দেশী পেঁয়াজের ১৩০ - ১৪০ টাকা হয়েছে । বানিজ্য মন্ত্রীর ব্যর্থতার জন্য দেশের এ অবস্হা ,0
"পেয়াজ এর পরিবর্তে বাঁধাকপি ব্যবহার করা যায় , স্বাধেও একটু ভিন্নতা আসল আর মসলার কাজও হবে ",0
"আপনি সম্ভবত রান্না করেন না । করলে বুঝতেন যে বাঙালির রান্নার সবচেয়ে বেশি ব্যবহৃত উপাদান পেঁয়াজ । মৌলিক খাদ্যবস্তু বলতে কি বোঝালেন জানি না , তবে মানুষের খাদ্যাভ্যাস বদল করা সহজ না । মজুতাদরীদের বিরুদ্ধে সরকারী অভিযান কেন নেয়া হবে না ? ",1
"বাণিজ্যমন্ত্রীতো সবসময় স্মৃতিচারণ নিয়েই ব্যাস্ত থাকেন , দ্রব্যমূল্য নিয়ন্ত্রণ করবে কখন ! ",0
মাতৃত্বকালীন ভাতা কার্যক্রম ব্যাংক এশিয়ার মাধ্যমে শুরু হওয়ায় আন্তরিক ধন্যবাদ শেখ হাসিনার সরকার কে । ,1
"বাজেটে ভাতা বাড়ছে মুক্তিযোদ্ধা , বয়স্ক , প্রতিবন্ধী , বিধবা , হিজড়া , বেদে , অনগ্রসর জনগোষ্ঠী ও দরিদ্র মায়েদের । ",1
আপনি মনে হয় সেই আশায় পকেট বড় করে তৈরী করেছেন ! ,0
চালের উপর শুল্ক বসিয়ে আর তামাকের শুল্ক প্রত্যাহার । এবার থেকে গরীবেরা চালের বদলে তামাক খাওয়া শুরু করবে আর ক্রসফায়ারে হত্যা করা হবে । সত্যিই তো ' সমৃদ্ধ আগামী পথযাত্রায় বাংলাদেশ ’ । ,0
সব শেষে এই কর যাত্রিদের পকেট থেকে যাবেয । ,0
আবার টাক্স কে দেবে এই টাক্স জনগণ ছাড়া । । ,0
আমাদের মত সাধারণ মানুষদের জন্য কিছু পয়সার বিনিময়ে জ্যাম ঠেলে চলাচল করার জন্য উপায়টাও কি বন্ধ করার পাঁয়তারা করছেন ? কোন সন্দেহ নেই যে এই টাকা আমাদের পকেট থেকেই যাবে । উবার পাঠাও সহজ বা মুভ কারো কিচ্ছু যাবে আসবেনা । ,0
অবশেষে ভালো খবর । ,1
আমাদের মত ছা - পোষা মধ্যবিত্তের আপাত সুখ দেখে সরকারের আর সহ্য হলো না ? আজ সরকার জমিদার আর আমরা যেন প্রজা ,0
অবশ্যই আয়ের উপর ট্যাক্স দেয়া উচিত ,1
"ভাল গণপরিবহন ব্যবস্থা করতে পারে না , খালি ট্যাক্স আর ট্যাক্স বসায় । মেয়র আনিসুল হক তো ৪ হাজার বাস আনার পরিকল্পনা করেছিল । ঐ বাসগুলো কই ? নতুন যারা দ্বায়িত্বে আছেন আপনারা আনতে পারেন না ? রাজধানীতে গনপরিবহনের এত সংকট , মানুষ একটু উবার পাঠাও ইউজ করে , তার উপরেও বাড়তি করের বোঝা চাপিয়ে দিচ্ছেন । ",0
নিন্ম মানের ভারতীয় গাড়ির চেয়ে জাপানী রিকন্ডিশনড গাড়ী অনেক ভালো । আর এই গাড়ি আমাদের দেশের জন্য উপযুক্ত নয় । ,1
দেশে গরু - ছাগলের সংখ্যা বাড়ছে সংবাদ এর শিরোনাম দেখে খুব আনন্দ পেলাম ,0
ভারত এবং মালয়শিয়া আমাদের দেশে গরুর গোশত ২০০ টাকার নীচে রফতানি করে প্রস্তুত তাহলে আমরা কেন আমাদের দেশে তা ২০০ থেকে২৫০ টাকায় জনগণকে সরবরাহ করতে পারবো না । গরুর গোশতের উচ্চ মূল্য হওয়ার কারণ হচ্ছে সিন্ডিকেটের কারসাজি । যদি উক্ত মূল্য তা সরবরাহ করা না যায় তাহলে জনগণ স্বাভাবিক ভাবেই কম মূল্যের জন্য আমদানিতে আগ্রহী হবে । ,1
আপনি যখন সব কিছুই বিদেশ থেকে কিনবেন তখন দেশে মিল কারখানা প্রতিষ্ঠা হয় না । তখন অন্য দেশের উপর নির্ভরশীল হবেন । আর নির্ভরশীল হলেই ওই সব দেশ আপনার ঘারে উঠবে । অর্থনীতি অনেক বড় জিনিশ আপনি বুঝবেন না । আপনি শুধু বাংলাদেশের কুইক রেন্টাল বিদ্যুৎ কেন্দ্রে মতই বোঝেন ইন্সট্যান্ট লাভ । ,0
মারহাবা ,1
প্রাণিসম্পদ অধিদপ্তরের তথ্যমতে শিক্ষিত বেকার যুবকেরা এখন গবাদিপশুর খামার করছেন । গরু ও মাংস আমদানি না হলে মাংসের উতপাদন ভবিষ্যতে আরও বাড়বে । তাই দেশের বেকার যুবকদের উতসাহিত করনের লক্ষ্যে তাদেরকে স্বাবলম্বী করে গড়ে তোলার প্রয়াসে মাংস আমদানি সম্পূর্ণভাবে নিষিদ্ধ করা হউক । অন্যথায় দ্রুত বিকাশমান এ খাত ধ্বংসের মুখে পড়বে । শিক্ষিত যুবকেরা বেকার হয়ে পড়বে । জড়িয়ে পড়বে নানাবিধ অসামাজিক কমকান্ডে । ,1
"দেশে গরু - ছাগল এর সংখ্যা বাড়তেছে , খুব ভাল , তালিকায় ” ভেড়ার পালের ” খবর নাই কেন ? ",0
দেশে আসলেই ছাগলের সংখ্যা ব্যাপক বেড়েছে ,0
"ইংরেজী মুভি দেখতে দেখতে আমার মাথা নষ্ট হয়ে যাওয়ার কারনেই সম্ভবত আমার মনে হচ্ছে এই ব্যাংক পাকিস্তানী গোয়েন্দাদের একটা চমৎকার কভার । ব্যাংক কর্মকর্তার নামে যখন ইচ্ছা লোক ঢুকাও , ব্যাংক লোন দেয়ার নামে যখন ইচ্ছা টাকা সার্কুলেট কর , লিগ্যাল ওয়েতে ইলিগ্যাল কাজ করার এর চেয়ে ভালো উপায় কি আছে আর ? এই সময়ে কেউ যখন ১ টাকা লোকসান দিতে চায় না তখন ভিনদেশে শত শত কোটি টাকা লোকসান দেয়ার আর কি ব্যাখ্যা ? ! ",0
কাগজপত্রে কি ঋণগ্রহীতা কারোরই নাম নেই ? এটা কি সম্ভব ? ,0
দেশের বাকি ব্যাংকগুলো যদি এর চেয়ে ভালো চলত তাহলে আপনার যুক্তি মেনে নেয়া যেত । ,1
"কাজ না করে বেতন , চাকরীটা খারাপ না ! ",0
এই হোল বর্তমান সরকার । ,0
তাহলে এ থেকে পাবলিক কী শিক্ষা নিতে পারে ! ,0
সুবিধা থাকেই দেন যাদের মাথা মোটা । । । । এর নামই বাংলাদেশ । আবার আমরাই বলি আমরা বাংলাদেশের অংকার । চি লজ্জা থাকা উচিত । বড়লোক দেখলে ব্যাংকার রা সাহেব আছছেন বসেন কোন নিয়ম লাগবে না । আর গরিব গেলে বলেন লাইনে দারান কাগজ পত্র সব ঠিক তার পর ও ঠিক না এ আর কি । । । । । ,0
এর পর সুদ মওকুফ তারপর সুদাসলে মওকুফ ,0
"ব্যাংকের টাকা পরিশোধ না করলে কি আর ক্ষতি হবে ! কয়েকদিন পেপারিং , হাইকোর্টে মামলা ফাইল পত্র নিয়ে কোর্টে হাজিরা ১০ বছর পার ",0
সালমান রহমানদের কিছুই হবে না কারণ উনি আওয়ামী লীগের সভানেত্রীর বেসরকারি খাত উন্নয়নবিষয়ক উপদেষ্টা সালমান এফ রহমান বেক্সিমকো গ্রুপের ভাইস চেয়ারম্যান । ওনার পদবী হওয়া উচিৎ বেসরকারী খাত খাদক বিষয়ক উপদেষ্টা ,0
এটি খুবই প্রশংসনীয় উদ্যোগ । ,1
মূল কারণ হচ্ছে সৌদি আরবে অনেক আইন করে ফেলেছে । আগের মত আর নাই । ,0
শুধু একটা কাজ করেন । বিকাশ বন্ধ করে দেন । অথবা বিকাশের মাধ্যমে ওয়েষ্টার্নের মতো টাকা পাঠানোর সিষ্টেম করেন । তখন সবকিছুই কন্ট্রোলে আসবে । ,1
অনানুষ্ঠানিক পথ শুদু দায়ী নয় । বিদেশের স্বচ্ছল দেশগুুলির অস্বচ্ছলতায় অনেক বাংলাদেশী সহ সে দেশে কর্মরত অন্যান্য দেশীরাও বেতনই পাচ্ছে না । সৌদির ঘটনা তো পত্রিকায়ই পড়লাম । দেশে যারা বসে শুদু রেমিটেন্সের হিসাব গুণেন তারা প্রবাসীদের দুর্দশা বেমালুম ভুলে শুদু টাকারই স্বপ্ন দেখেন । এমনকি দিবা স্বপ্নও । রিজার্ভ বাড়িয়েই বা কি লাভ ? যা রক্ষাকারিরা রক্ষা করতে পারে না । সরকার তাদের ব্যর্থতার জন্য কোন শাস্তি না দিয়ে সস্বম্মানের সহিত অবসর দেয় । এরা নিশ্চয়ই বড় মাপের পেন্সন ও পাচ্ছে । ,0
"গ্রামীণফোনকে কখনই বিআরটিএ কে জরিমানা দিবে না । কারন বাংলাদেশ মোবাইল অপারেটরের মধ্যে গ্রামীণফোন খুবই প্রভাবশালী । গ্রামীণফোন এখনও পিক আওয়ারে দুইটাকা প্রতি মিনিট কথাবলায় চার্জ করে । আর ইন্টারনেট ? ৩৫ এমবি ১৮ টাকা , ৫০০ এমবি ১৪৯ টাকা আর মেগা ভিডিও প্যাক ৪০ এমবি ৬ টাকা - মেগা ভিডিও প্যাক বলে কথা । এখন যা হবে তা হলে বিটিআরসির টপ অফিসিয়ালদের কয়েক কোটি টাকা ধরিয়ে দিলেই গ্রামীণফোনের সব অপরাধ মওকুফ হয়ে যাবে । বাঁশ খাবে সুধু রবি যা গ্রামীণফোনের জন্য পজিটিভ । লোলুকাস ! ",0
"এদের দৌরাত্য কমানোর জন্য টেলিটক কে কেন শক্তিশালী করা হয় না ? টেলিটকের ৪জি এখন ও চালু হয় নাই , টেলিটক কে ইচ্ছা করে কেন এমন করে রাখা হয়েছে ? ",0
"কেন এম ডি ছাড়া কি ব্যাঙ্ক চলছে না চলতেছে , চলুক যতদিন সম্ভব । এম ডি একটা পদের নাম । কাজ তো অন্যেরাই করছেন ",1
আমারে দেখতে পায়না আমিতো এমডি ,0
সমুদ্রগামী কোনো জাহাজ জেটিতে ভেড়ানোর জন্য প্রথমে দরকার হয় জাহাজ চলাচলের নৌপথ । ,1
"এমন একটা দেশে আমরা থাকি , যে দেশে চোর মহাসাগর চুরি করে আবার বাজেট নিয়ে ফতোয়া দেয় ",0
এইসব আগডুম বাগডুম করে লাভ কী ! সরকার বাজেট দেয় সাড়ে চার লাখ কোটি টাকা আর এরা রুপরেখা দেয় সাড়ে ১২ লাখ কোটি টাকার ! এসব না করে অর্থনীতিবিদ সমিতির সভাপতির উচিত জনতা ব্যাংক নিয়ে তিনি যে ছয় - নয় করেছেন তার জবাব দেয়া । ,0
"আম্বানিদের মতো ধনকুবেররা শুধুমাত্র নিজের পরিবারের বিয়েতেই টাকা খরচ করে না , তারা বিভিন্ন স্থানে নিয়মিত ডোনেশান দিয়ে থাকে । । খোঁজ নিয়ে দেখুন । যারা বলে বিয়েতে এত খরচ না করে গরিবদের খাওয়াতে , তারা আসলেই কিছু বোঝে না । আরে ভাই এত কষ্ট করে টাকা কামাবে গরিবদের খাওয়ানোর জন্য ? ",0
এসব পথ পাড়ি দেয়া অনেক কঠিন যা মেয়ে না হলে বোঝা মুশকিল । কত বাজে পরিাস্থতি যে সামাল দিতে হয় তা মেয়েরা হারে হারে টের পায় । একটি মেয়ের সফলতার প্রতি পারোতে পারোতে যে কষ্ট থাকে তা কেউ জানেনা ,1
৭০০০ টাকায় সীম কিনেছিলাম ২০০২ সালে । মোবাইল অপারেটরদের অতিমাত্রায় ডাকাতির কারনে অন্য অপারেটরে শিফট করেছি । এখন আমার সীমটিও ডাকাতি হয়ে যাবে ? বিক্রিত সীমের টাকা আগের মালিককে দেওয়ার দাবি জানাই । ,1
সিম বন্ধ করলে ক্রয়কৃত সিমের টাকা ফেরৎ চাই । ,0
"আমরা যারা বিদেশে থাকি তারা কি করব , কারণ কোম্পানি ২ বছরের আগে ছুটি দেয় না । ",0
"টেলিফোন অপেরটারদের পাশাপাশি সরকারকে জনগনের স্বার্থকে দেখতে হবে । কারণ অপেরটাররা বিভিন্ন কৌশলে জনগনের কাছ থেকে টাকা মেরে খাচ্ছে , যা সরকারের অগোচরে । ",1
যথারীতি প্রবাসীদের কথা কেউ ভাবেইনা - এটাই বর্তমান বাংলাদেশের বাস্তবতা । ,0
দয়া করে “ রবি ” অপরেটরের কাস্টমার সার্ভিসে ফোন করেই জানতে পারবেন তাদের সময় ১৬ মাস নয় মাত্র ২ মাস । এর পরেই এরা সীমের জমানো টাকা নিয়ে নেবে । অথচ বিটিআরসি এটি জেনেও চুপ । ,0
"আমার একটা বাংলালিংক সিম আছে ০১৯ সিরিজের যেটা আমি নতুন নিবন্ধন ও করতে পারিনি , কারণ আমি প্রবাসে এবং সিমটি আমার কাছে আছে । আমরা প্রবাসে এসে রক্ত ঘাম ঝরিয়ে টাকা ইনকাম করে দেশের উন্নয়নে অবদান রাখছি আর তার ফল আমার প্রিয় সিমটি আর আমার থাকবে না । বা বা বা অনেক ভাল নিয়ম । আমি সিমটি ক্রয় করেছিলাম ১৪০০ টাকা দিয়ে আর এখন সেটার মালিক এখন আর আমি না । সিম কিনেছে আমার টাকাই সেই সিম আবার বিক্রি করলে গ্রাহকের টাকা ফেরত দিবে কে ? সরকার না মুঠোফোন সেবাদ্বাতা প্রতিষ্ঠান ? ০১৯ / ০১৭ সিরিজের নম্বর গুলা সেই সময় অনেক দাম দিয়ে কিনতে হয়েছে গ্রাহককে - - - সেই টাকা যদি ফেরত দিতে না পারেন তবে বিকল্প সিরিজ চালু করেন । ",0
আমরা জারা প্রভাসে আচি সিম আমাদের সাথে । আমাদের সিম তো ২ / ৩ তিন বছর বন্দ থাকতে পারে । তা চাড়া আমরা কোম্পানি থেকে টাকা দিয়ে চিম কিনচি । সরকারের শিদান্ত অনু যায়ি আমরা সিম নিবন্ধন করচি । কোম্পানি যদি আমাদের সিম বিক্রয় করতে পারে তা হলে নিবন্ধন করার কি দরকার চিলো ? আমার সিম ক্রয় কোরচি কোম্পানি থেকে কোম্পানি নিজেদের ইচ্চে বিক্রয় করতে পারলে গাহকের কি কোনো অদিকার থাকলো ? নিন্ধন কারা সিম এর মূল্য কি আচে ? ,0
আমার সীমটি “ রবি ” বিটিআরসির রুল ভেঙ্গে ৩ মাস পরেই বন্ধ করে দিয়ে ব্যালেন্সের ২৫০০ টাকা “ ররিব ” নিয়ে নিয়েছে । সীম পুনরায় চালু করে টাকা চাইলে বলে তারা এই টাকা দেবে না । “ জাতীয় ভোক্তা অধিকারে গত নভেম্বরে অভিযোগ অভিযোগ নং - ১৭৩২ জানালেও এখনও কোন প্রতিকার পাইনি । একই অভিযোগ বিটিআরসিকে অভিযোগ নং - ১৮৭১৩ জনালেও বিটিআরসি আমার অভিযোগ আমলে তো নেয়ইনি উপরোন্ত তারা জানাচ্ছে আমার ১২ বছরের ব্যবহৃত সীমটি নাকি আমারই নয় । তার এই সিদ্ধান্ত নেবার আগে আমার কাছে মালিকানা এবং অভিযোগ সংক্রন্ত কোন কাগজও চায়নি ! ,0
দেশবাসী সাবধান ! ,0
কি মিয়া রিটার্ন নিবেন অবসর জীবনে পেনশানের ব্যবস্থা করবেন না । নাকি টাকা কামাই করতে না পারলে ধুকে ধুকে মরতে হবে । ,0
দেশের জন্য খুব ভাল উদ্যগ এটা । দেশের কর নিতী মেনে চলার জন্য আমিও চেস্টা করেছি এবং টিন বানিয়েছি । কিন্তু প্রশ্ন হচ্ছে রিটার্ন জমা দিতে কেন ঘুশ লাগবে ? আমি আমার ইনকাম ট্যাক্স রিটার্ন জমা দিতে পারিনি টিন থাকা সত্যেও ঘুশ দিতে পারিনি বলে । এ কেমন নিতি আমাদের ? ,0
সরকারের উচিৎ রাস্ট্রায়ত্ব ব্যাংকগুলোর মাধ্যমে সর্বসাধারণকে বিশেষ করে ক্ষুদ্র উদ্যোক্তাদের সহজ শর্তে ঋণ দেয়ার ব্যবস্থা করা । গরীব মানুষেরা ঋণ খেলাপী হয় না । তারা তাদের ঋণ যথাসময়ে পরিশোধ করে । ,1
"আওয়ামী সরকার যদি এদেশে রাজাকারদের বিচার করতে পারে , তাহলে ব্যাংকলুটেরাদেরও বিচার করতে পারবে - এ আশাটুকু করা যায় । কিন্তু বিএনপি জামাতের উপর এ আশা করা যায় না ! ",0
জনতা ব্যাংক খুব ভালো কাজ করেছে । খুচরো ঋণ টিন না দিয়ে একজনকেই ব্যাংকের পুরো টাকা ঋণ দিয়ে পুরো ব্যাংক খালি করে দিয়েছে । এক হাজার জনকে না দিয়ে দেয়ার মত একজনকে দিলেই যদি চলে তাহলে কেন ওসব ঝামেলায় যাওয়া ? ,0
"ব্যাংকগুলো যেভাবে লুটপাট হচ্ছে আর বাংলাদেশ ব্যাংক ও সরকার যেভাবে চোখ বুজে আছে তাতে এখন সরকারি - বেসরকারি যে কোন ব্যাংকেই টাকা রাখতে মানুষ ভয় পায় , আর অন্যদিকে এসব ঘাটতি পূরণে সরকার করহার বাড়াচ্ছে সাধারণ মানুষের উপর , নতুন নতুন হাজারো উপায়ে , যাতে করে নিষ্পেষিত হচ্ছে আবার সেই সাধারণ মানুষ , যাদের ঘরে রেকর্ড জিডিপি প্রবৃদ্ধির হাওয়া পৌছায় না কিন্তু করের বোঝা ঠিকই টানতে হয় । ",0
অদ্ভুত একটা দেশ । ,0
ব্যাংক মালিকপক্ষের কাছে . বাংলাদেশ ব্যাংক - কে এত নমনীয় হতে অার কখনও দেখা যায় নি । এমডি সাহেবদের কথা তো বলাই বাহুল্য । মালিকপক্ষের অাবদার মেটাতেই তারা বেশি ব্যস্ত । অার নিচের কর্মকর্তারা তো হুকুমের চাকর । ,0
অধিগ্রহণ নিয়ে সতর্ক ও সুচিন্তিত নীতিমালার অপরিহার্য । ২০০৮ এর মন্দায় একীভবনের যে কুফল উন্নত বিশ্ব ভোগ করেছে তা থেকে মনে হয় শিক্ষা নেয়া খারাপ হবে না । ,0
এসব কথা বলতে নাই ! ,0
"বাংলাদেশের স্বাধীনতার সময় পাকিস্তানকে উন্নয়নশীল দেশ বলা হতো । অর্থ্যাৎ তখন পূর্ব পকিস্তানও উন্নয়নশীল ছিল । স্বাধীনতার পর বাংলাদেশ স্বল্পন্নোত দেশ হলো কিভাবে ? তাহলে বাংলাদেশ কি স্বাধীন হয়ে পিছনে গিয়েছিল ? আমরা ৭১ সালেই উন্নয়নশীল দেশ ছিলাম , তাহলে ৪৭ বছর পর আবার উন্নয়নশীল দেশের পর্য্যায়ে আসা কি আমাদের জন্য গৌরবের ? ",0
"ভাই কানারে আর হাই কোর্ট দেখাইছ না । আমরা ক্লান্ত । সবই মিছা । একটু শান্তি চাই , আর কিছু না , ধন্যবাদ । ",0
আমরা উৎসব প্রিয় জাতি । তাই অত আগপিছ ভাবিনা । তা ছাড়া সামনে নির্বাচন । ,1
"এই সব ভাওতাবাজি বন্ধ করে আমাদের একটু শান্তিতে থাকতে , দরকার পরের বার বিনা ভোটে আবার নিবার্চন হউক তাতে আমাদের কিছু যায় আসে না , কারন এই দেশ এখন এক দলের সম্পত্তি মনে করে ",0
"তা হলে আমরা এতদিন কি শুনছি ? আর আমাদের সরকার প্রধানরা কি নিয়া এত আলোচনা , এত গর্ব করছেন ? ",0
এটাও ভাঁওতাবাজি । কাজের কাজ নেই । মিথ্যের ফুলঝুরি । জনগণ সবই বুঝে । তাই আর মিথ্যে বলিয়েন না । ,0
ছবির ব্যক্তিকে না হয় খুব কষ্ট করে চিনে নিলাম ,0
বেসরকারি ব্যাংক গুলোর খেলাপী ঋণ আদায়ে শাখা পর্যায়ে লোকবল বাড়ানোর দিকে নজর দিতে হবে । আর বছর এর পর বছর অর্থ ঋণ আদালতে মামলা গুলো পড়ে থাকার কারণেও খেলাপী ঋণ বেড়ে যাচ্ছে । আর জনগণের টাকার শ্রাদ্ধ যেন না হয় সে বিষয়ে অবশ্যই সকল কতৃপক্ষের দৃষ্টি আকর্ষণ করছি । ,0
২০০৯ সালে খেলাপি ঋণ ছিল ২২ হাজার ৪৮১ কোটি টাকা । ২০১৮ সালে খেলাপি ঋণ ছিল ৯৯ হাজার ৩৭০ কোটি টাকা । এর বাইরে দীর্ঘদিন অবলোপন করেছে প্রায় ৪৮ হাজার ৮৮৯ কোটি টাকা । প্রকৃত খেলাপি ঋণ দাঁড়ায় প্রায় দেড় লাখ কোটি টাকা । ,0
এটা আমাদের দেশের অথর্নীতির জন্য ক্ষতিকর । ,0
বাংলাদেশের অর্থনৈতিক উন্নয়নের জন্য চীনের মত দেশের বড় বড় বিনিয়োগ দরকার । শিল্পায়নেও চীনের অভিজ্ঞতাকে কাজে লাগাতে পারলে বাংলাদেশ দ্রুত পাল্টে যাবে । ,1
মূল্যস্ফিতী যদি ৫ . ৬ শতাংশ ধরা হয় যদিও বাস্তবে তা ১০ শতাংশ ছাড়িয়ে যায় সেই হিসেবে হলেও কর মুক্ত আয়সীমা ১০ শতাংশ বাড়ানো বাঞ্জনীয় ছিলো এক্ষেত্রে টাইম ভেলু অব মানি । ,0
"জগনের করের টাকায় এমপিদের মোবাইল কিনে দিন , গাড়ি কিনে দিন , ফ্লাট , জমি কিনে দিন ",0
"পারকুইজিট সীমা বাড়লে এটা কম্পানির সুবিধা হয় , কোনভাবেই চাকুরিজিবীর কোন প্রকার সুবিধা নেই । ",0
আমেরিকাতে ইমেল না সরাসরি চিঠি পাঠানো হয় । ,0
"আমাদের যে টাকাগুলো চাঁদাবাজ আর প্রোটেকশন মানি বাবদ খরচ হয় , সেগুলো সব কর ব্যবস্থায় সরকারকে দিলেই যথেষ্ট । আর বৎসরে ৩ - ৫০০০ টাকা মাত্র ! আমি অবশ্যই পরিশোধ করব । কিন্তু যাঁদের প্রতিবন্ধি , অবিভাবকহীন পরিবার , রাস্তার ড্রেন থেকে খাবার সংগ্রহ করে খাওয়া মানুষগুলো মৌলিক চাহিদা পূরন করতে অনেক কষ্ট হয় , তাঁদের জন্য সরকার কোন উদ্যোগ নিলে ভাল হতো । ",0
গাড়ি কিনা আর হাতি পালা সমান খরচ । ,0
"গাড়ি কিনতে ঋণ পাওয়া এখন আরও সহজ করে দেওয়া ব্যবসায়িক চক্রের কাজ এই প্রক্রিয়ায় অনেক বড় বড় প্রতিষ্টানের যোগ আছে , এই ঋণ নিয়ে অনেক মধ্য বৃত্ত পরিবারকে নানা ভোগান্তি পড়তে হচ্ছে আর রাজধানীর রাস্তায় যানযট বাড়ানোর ক্ষেত্রে একটি নতুন মাত্রা । ",0
ভোট ডাকাতির কুফল ,0
বাড়ে অকারণে আর অকারণেই আমাদের মত মধ্যবিত্ত মানুষগুলো কষ্ট পায় ! ,0
বিএনপির রাস্তায় নামার ক্ষমতা নেই বলেই তারা শ্রমিকদের উস্কানি দিচ্ছে । ,0
উন্নয়নের গোমর ফাঁস ,0
শ্রমিকেরা গাড়ি আটক করতে গিয়ে চালক আতঙ্কিত হয়ে তাঁদের উপর উঠিয়ে দেয় একজন মারা যায় এবং কিছু শ্রমিক আহত হয় । এতে পরিস্থিতি আরও খারাপ হয়েছে । ঘটনাটি আমার চাচা একটু আগে বলেছেন যিনি সকালে তখন ঐখানে ছিলেন । ,0
মজুরী বৃদ্ধি অন্তত মুদ্রাস্ফীতি হার থেকে বেশী হতে হবে । ,0
যত - ই খায় পেট কিন্তু ভরে না । ,0
"আপাতত ইলিশ খাওয়ার নামে বিলাসিতা বাদ দিলাম , দাম এমনেই কমে যাবে ",0
বাজারে আগুন লাগলে ৯৯৯ - এ কল করুন । ,1
চাঁদপুরের ইলিশ বলে কথা ,1
চাঁদপুরে ইলিশের বাজারে আগুন - কলামিষ্টভাই তাহলে তো বাজারে ফ্রাই ইলিশ মিলছে ,0
প্রতিটি সেক্টরে পাকিস্তান সবচেয়ে খারাপ । আর কিছু বাংলাদেশি মানুষ এখনও বাংলাদেশকে পাকিস্তানে পরিণত করতে চায় । ,0
ভাই রে জিডিপি তো বাড়লো খাতা কলমে - কিন্তু বেতন তো বাড়ে বছরে ১ / ২ % গতীতে বেসরকারী চাকুরী কি করি বুঝতে ছি না ? ,1
"সিটিসেলের নাম , কি আর কইতাম তারা আর কতই নাটক করবে ? ",0
বাংলাদেশে হতদরিদ্র্যের সংখ্যা কম হলে অবশ্যই ভালো লাগতো । তবে এই সংখ্যার মধ্যে একটা ফাঁকিবাজি আছে । ,0
উন্নয়ন হচ্ছে কেবল সরকারি দলের নেতাকর্মী ও সরকার সমর্থক আমলাদের । ,0
খুশিতে বাক বাকুম ! ,1
এটা বিএনপি – জামাতের ষড়যন্ত্র ! ,0
সবার উন্নয়নের জন্য আরো বেশি পদক্ষেপ নিতে হবে বিশেষ করে এইসকল হত দরিদ্রদের জন্য আরো বেশি কিছু করতে হবে নামিয়ে আনতে হবে দারিদ্রতা শুন্যের কোটায় ,1
আপনি যদি কোনদিন ধনীও হন মানসিকভাবে ঠিকই দরিদ্র থেকেই যাবেন । ,0
"অবাক হবার কিছু নাই , কেননা এদেশে গরীব পোষার রাজনীতি চলে । ",0
