"Data","Sentiment"
"সব কিছু মিলিয়ে চিরাচরিত কমিক বই গুলি সমপূরণ আলাদা চিতরাঙকন শুরু গলপ বলার ধরন সব কিছুতেই যেন এক ধরনের নতুনতব ছোয়া নিরদিধায় এমন অসাধারণ সুনদর কাজ অসংখ পরশংসার দাবি রাখতেই পারে ধনযবাদ কলপবাবু এরকম অননয পরচেষটার",1
"ভূত অনতরভুকত করার বইটিতে অনেক বেশি লোক ছিল গলপটির কোনও মানে হয়নি বইটিতে ভাল কেউ মারা গেছে বিষয়টি ঘৃণা করি",0
"বইটা পরতযাশা পূরণ করতে বযরথ হয়েছে চরমভাবে বযরথ",0
"বইটি এত কিশোর হাসযকর এটি পড়া শেষ করতে পারিনি পুরো গলপটি বাকযটিতে রান",0
"এক কথায় দারুন",1
"লেখক মুকতিযূদধকে নিজের সাবলীল ভাষায় এতটুকু বিকৃত না পরকাশ করেছেন তরুণ পরজনমের কাছে যেকোন মানুষের জনযই বইটি উপযুকত বইটি যেন মনের মাঝে সৃষটি সবাধীনতার তীবর আবেগ বইটি ছোট কিনতু মাঝেই যতটুকু কনটেনট লেখক নিয়েছেন তারপর কারো আরও জানার ইচছা হলে রয়েছে রেফারেনসগুলো এক কথায় এটি লেখকের অনযতম শরেষঠ কাজ নিঃসনদেহে",1
"বই সমপরকে নতুন বলার কিছুই নেই অনেক ভালো লেগেছে",1
"মাসটার পাসওয়ারড বইটিতে খুবই সুনদর ভাবে সফল হবার কৌশলগুলো বরণনা করা আছে বইটি পরে খুবই ভাল লেগেছে জনাব গাজী ইয়ার মোহামমদ জনাব এম মোরশেদ হায়দার সাহেবকে অসংখয ধনযবাদ এমন সুনদর বই উপহার দেয়ার",1
"উপনযাসের বিষয়বসতু খুব সুনদর কিনতু অনুবাদের মান নিমনমানের অজশর বানান ভুল ভাষার সঠিক পরয়োগ হয়নি দুরবল অনুবাদের কারণে উপনযাসটি পড়ে মজা নেই বরং মুল ইংরেজী সংসকরণ পড়াই উততম",0
"শেয়ার বাজার জিজঞাসা বইটি পড়েছি সাধারন বিনিয়োগকারী হিসেবে বইটি পড়ে অনেক কিছু শিখেছি মনে হয় শেয়ার বাজার তথয সমৃদধ বইয়ের মধযে এটি অনযতম বই",1
"যখন ছোট তখন বড় ভাইয়া বইটা উপহার দিয়েছিলেন সামনে খুলে দিয়েছিলেন জানালা যা দিয়ে অবাক বিসময়ে দেখেছিলাম বিশবটাকে শিশু কিশোরদের খুব ভালো বই",1
"রহসয জনক বই পড়ে ভাল লাগল",1
"বইটি শেষ হয়েছে তবে এটি উপভোগ করা হয়নি সময়ে সময়ে এড়িয়ে যাওয়া বিরকতিকর ছিল চরিতরগুলি বাসতব বোধ করেনি হলিউড গলিটজ আকরষণীয় নয়",0
"ফাউল বই",0
"পরতিটি কাহিনীই অনেক তথয শিকষা মূলক সূচনা আমাকে সবচাইতে বেশি আকৃষট করেছে গলপ গুলো পড়ার",1
"পড়া অনযতম সেরা এক টি বই",1
"খুবই হতাশাজনক জয় রকসি আমেরিকান মহিলাদের খারাপ নাম দিয়েছেন ধারণা কযাটী মযাকএলিসটার আমেরিকান মহিলাকে খুব বেশি ভাবেন না বই সুপারিশ করবে না",0
"বইটিকে একেবারে ঘৃণা করেছি মনে করি এটি পরিবার সমপরকে ছিল এটি ইনসটল করা বলিজারড চলাকালীন জীবনযাতরা মূলত মেটরোলজি সমপরকে",0
"খুবই ভাল বই",1
"পরথমত বইটির নাম হাইজেনবারগের গলপ হওয়ার কারণে মনে করছিলাম বইটি হাইজেনবারগের জীবন কাহিনী বই কিনতু বইটির  টা গলপের মধযে গলপ হাইজেনবারগেরকে নিয়ে দবিতীয়ত বইটি হাইজেনবারগের কে নিয়ে না হলেও হাইজেনবারগের ছিলেন একজন পদারথবিদ কিনতু বইয়ের তিনটা গলপে পদারথবিজঞান নিয়ে কথা বলা হয়েছে বইয়ের বাকি সবগুলা গলপ মেডিকযাল সাইনস ইতিহাস মাইকরোবায়োলজি নিয়ে যদিও বায়োলজি খুব পছনদ না তারপরও বইটি অনেক ভালো লেগেছে গলপে গলপে অনেক কিছু জানতে পেরেছি মেডিকযাল সাইনস মাইকরোবায়োলজি সমপরকে যা আগে জানতাম না অনেক সহজ ভাষায় বিজঞানের অনেক বড় বড় আবিষকারের কথা জানতে পেরেছি যা আমাদের মতো বিজঞান পরেমীদের আরো উদবুদধ শামির মনতাজিদ ভাই পরতযেকটা গলপের শেষে উকতি দিয়েছেন যা খুব ভালো লেগেছে মনে হয় যাদের বিজঞান ভালো লাগে না তারাও বইটি পছনদ করবে যাদের ভালো লাগে তাদের তো কথাই নেই বইটি গলপ গুলো ভালো হলেও বইটিতে অনেক গুলা পৃষঠা নষট করা হয়েছে যা উচিত হয়নি",0
"বইটি শেষ করতে পারিনি এটি পছনদ নি এটি শিশুদের বইয়ের চেষটা ছিল এটি দৃষটিতে বযরথ হয়েছিল তৃতীয় চতুরথ শরেণির বই",0
"ফালতু বই",0
"বাংলা হারড সায়েনস ফিকশনের অনযতম শরেষঠ বই",1
"খুব মজার বই",1
"ঢাকার বাসিনদা হিসেবে সবসময় কৌতূহল ছিল শহরের ইতিহাস সমবনধে কিনতু পরযনত যেসব বই পড়েছি বিষয়ে সবগুলোতে পুঁথিগত ইতিহাস ছিল ছিল না মানুষের গলপ কিনতু ঢাকা পুরাণ পড়ার পর আকষেপ ঘুচেছে লেখক ঢাকার ইতিহাস তুলে ধরেছেন গলপের ছলে ঢাকার সাধারণ মানুষের ইতিহাস জানার বইটি অবশয পাঠয",1
"বরাবরের মতোই ভালো লেগেছে শাহরিয়ার সাহেবের বইটি",1
"সুনদর বই ইসলামের ইতিহাস জানার অপরিহারয বই এক বইতে ফিলিপ কে হিটটি সযার সৈয়দ আমীর আলী কযারেন আরমসটরং ইবনে ইসহাক ইবনে হিশাম ইসলামী ইতিহাসবিদদের বিভিনন মতবাদ আদরশ গবেষণা সথান পেয়েছে কুরআন হাদীসের পাশাপাশি বইতে লেখক তাওরাত তালমুদ বাইবেল ভযাটিকানের বিভিনন ডকুমেনটস খুব সহজ ভাষায় বযকত করেছেন ধনযবাদ সযারকে পাঠক সমাজকে সুনদর উপহার দেওয়ার",1
"ধরমীয় মতবাদের কষেতরে পড়া শরেষঠ বই যেটা পড়ে এক বিনদুও বিরকত লাগেনি কযটাগরি র অনযানয বইগুলোর মত",1
"তিনবার চেষটা করেছি বইতে ুকতে পারি নি",0
"সাধারণ বিরকতিকর আমিশ পরেমের গলপ আপনি কী বলতে যাচছেন তা বলতে পারেন অনযানয সিরিজের অনযানয টি ঠিক মতো বিরকতিকর",0
"শিরোনাম করেতাকে এতে আচছনন হতে অনুপরাণিত লেখকের পাঠযোগয হিসাবে ইতিহাস নিয়ে কাজ করা দরকার বইটি ভয়ানক ছিল",0
"জাফর ইকবাল সযার লেখা অসাধারণ কিছু বই",1
"ওয়াক থু",0
"ভালো লাগেনি একদম সবকিছুই কেমন যেন খাপছাড়া এলোমেলো ছিল শুধু শুধু সময় নষট পড়া বইগুলোর মধযে",0
"ভরমণ পরিয় বই মজার বই জানা শুনা অনেক কিছু আছে",1
"জঘণয বই হুমায়ুন সযারের কাছে এধরনের বই কখনো পরতযাশিত নয়",0
"মাতৃভূমির সঠিক ইতিহাস জানার পিপাসা ছিল সেটা অনেকাংশে মেটাতে পেরেছি নিরপেকষ লেখনী পকষপাতিতবহীন বই অনেক জেনেছি",1
"যেগুলি পরতিদিন চিকিতসা বিশবে নেই তাদের পকষে সহজ পাঠযোগয নয় আপনার অরথ অপচয় করবেন না",0
"অধযায় পড়েছি তারপর লাইবরেরিতে ফিরে চরিতরগুলি অসবাভাবিক খুব খারাপ গলপটি বিরকতিকর",0
"উপনযাস শিখেছি অতযধিক অপরয়োজনীয় বিসফোরণ শিট বিরকতিকর বই হাহ",0
"হযানিটি ফোকসের নিউজ টাইম সময়ে সময়ে রকষণশীল মিথযা ফেসট জিতে খেলায় সরবদা শীরষে থাকে ওরিলির উপর দিয়ে যান",0
"অনেক অনেক ধনযবাদ এরকম বইয়ের আশা করি পযারাময় লাইফের পযারাগুলো কিছুটা হলেও কমে যাবে বইটা পড়ার পরে",1
"বলতে পারি না এমন বই পড়ে আননদ পেয়েছি যেখানে পরতিবারের গৌণ চরিতর রকসি কথা বলেছিল সাথে সহিংসতা দেখতে চেয়েছি পুরোপুরি লাইটওয়েট পড়া",0
"হৃদয় ছুয়ে দেয়ার মতো বই",1
"বেশ ভাল লাগছে বইটি",1
"সুণনাহ কেন বিদয়াত উৎপততি বিদয়াতের কুফল আমাদের সমাজে বিদয়াত সুননাহ বলে চলছে সুননাত সমপরকে একেবারেই অজঞ এসব তথযই বইয়ে পাবেন পাঠক বাংলা ভাষায় সুননাহ নিয়ে এতো ভালো বই সমভবত নেই অনতত পড়িনি বইটি কেনার আহবান রইল সবার পরতি",1
"যারা ইসলাম সমপরকে বিভিনন বিষয় জানতে চান তাদের ভালো বই",1
"আসুন আমরা কেবল এটিই বলেছি এটি পড়েছি এমন সবচেয়ে খারাপ বইগুলির মধযে খুশি কেবল দিয়েছি",0
"অসাধারণ বই টীমের সফলতা ডিপেনড টীম ওয়ারক উপর টীমের সফলতা কারণে বাধাগরসত হয় বা হতে পারে সেটা অনেক ভালো ভাবে তুলে ধরা হয়েছে যারা টীম মেনেজ করেন তাদের বইটি পড়া জরুরী বলে মনে করি",1
"বইটি পড়ে বুঝলাম বরতমান সমাজে রনধে রনধে বিদ আত ছেয়ে গেছে বইটি সতযি চমৎকার সকলের একবারের পড়া উচিত যেন বিদ আতের ফিতনা নিজেকে আতনশুদধি রাখতে পারে",1
"বাজে অনুবাদ",0
"বই সারথকতা যখন তা পাঠকের হৃদয় ছুঁয়ে যায় পাঠক নিজেকে বই অংশ ফেলে মনোপাখি পুরোটাই পেরেছে লেখকের শুভকামনা",1
"অসাধারণ বইটা মুগধ হয়ে পড়েছি আশাকরি জীবনে কাজে লাগবে সবচাইতে ভালো লেগেছে তো হইসে লেখাটা",1
"পড়া সেরা বই লেখকের পরতি ভালোবাসা শুভকামনা রইলো",1
"সংশোধিত সংসকরণটির কোনও শিলপকরম নেই সিরিজটিতে শিলপকরম বড় ভূমিকা পালন শিলপকরম সহ সংসকরণ পান ফিরিয়ে দিচছি",0
"বেশ ভাল",1
"পড়া ওনার লিখা পরথম বই খুবই ভালো লেগেছে",1
"অসাধারণ খুবই উপকারি বই ধনযবাদ ঝংকার মাহবুব ভাই",1
"সেরা সেরা",1
"বইটি পছনদ করতাম চাই এত লোক মারা না যায় দবিতীয় বই দেখতে ভাল লাগবে যেটি টি তারা",0
"মা শা আললাহ ডা রাফান ভাইয়ের অনবদয বই হোমো সযাপিয়েনসঃরিটেলিং আওয়ার সটোরি বইটি পড়ে বিজঞানের অনেক ফাঁক ফোকর সমপরকে জানতে পারি ছোটবেলা বিজঞান আমাদের গেলানো হয়েছে মাঝে অসঙগতি বা তরুটিগুলো রয়েছে সেগুলো খুব সাবলীলভাবে তুলে ধরেছেন লেখক এছাড়া নাসতিকদের পূজনীয় ডারউইনের বিবরতনবাদ তততবের দফারফা করা হয়েছে বইটিতে পরতযেক বিজঞানপরেয়সী সচেতন মহলের পাঠক পাঠিকাবৃনদের অবশযপাঠয বই এটা",1
"যা বলতে পারি তা হ ল এটি পড়েছি এটি সমপরকে সতযিকার অরথে খুব বেশি কিছু বলার নেই যা এটি ঠিক আছে",0
"দুঃখিত বইতে ুকতে পারি নি ফযানটাসি পড়েছি তবে এটি সামনে এগিয়ে যায়নি ভাবি পড়েছি",0
"সমসত একস ফাইলের বই পড়েছি এটি সবচেয়ে পরিয় ছিল এটি বিরকতিকর বিভরানতিকর ছিল",0
"এক কথাইয় অসাধারন বই তবে অনুবাদ ভাল হয়নি বানান অনেক ভুল রয়েছে",0
"বইটা পড়ে বুঝলাম লেখক বইটা লিখতে গিয়ে অনেক গবেষণা করেছেন অরথাৎ বইটা গবেষণাধরমী বই  পৃষঠার বইটিতে লেখক মোট  টা রেফারেনস দিয়েছেন রেফারেনসের সোরসগুলোও যথেষট গরহণযোগয ইসলাম নিয়ে তরুণ লেখকদের এরকম গবেষণাধরমী বই এখনো পড়িনি সেই হিসেবে লেখকের পরতি কৃতজঞ এরকম বই পাঠককে উপহার দেবার",1
"জাফর ইকবালের বইয়ের মধযে সবচেয়ে ফালতু বই এটা",0
"ফাটাফাটি উপনযাস খুব ভালো লেগেছে",1
"রাগের আঙগুরগুলি ভয় ঘৃণযতার সাথে মিলিত হয় ডরাগগুলি ছাড়াই তারিখ অরথহীন",0
"করিকেট খেলার আইন কানুন অপরাসঙগিক বিষয়ের বরণনাই বেশি বইয়ের নাম পরিবরতনের অনুরোধ রাখছি রেটিং ",0
"বাজে বই সব ধানদা শেষ এখন আসছে বই লেখতে",0
"বইটি সমপরকে যা বলতে পারি তা বিরকতিকর বিরকতিকর বিরকতিকর এটি শেষ করার যা করতে পেরেছিলাম তা ছিল একেবারেই সুপারিশ করি না",0
"অসাধারণ বই আশায় আছি য় খণডের আশায়",1
"বই শেষ হয়নি মনোযোগ দিন কিছু বলার নেই যেহেতু এটি সব পড়িনি সেখানে কিছু বলার নেই",0
"এক কথায় চমৎকার দুই কথায় বেশি চমৎকার তবে রেফারেনসগুলোতে আরো মনোযোগ দেওয়া দরকার ছিলো উইকি রেফারেনস নয় যদিও কতিপয় নাসতিককে উইকির চরম ভকত হিসেবে পাওয়া যায় ইসলামি লেখনীর জগতে বই সবীয় সথানে উজজবল হয়ে রবে ইন শা আললাহ",1
"মোটেই আগরহ ছিল না বিষয়টি আমাকে বিরকত করেছিল মনে করি না এটি ভাল লেখা ছিল শুধুমাতর অভিমত",0
"ওরে পরেম ওরে কানদন ওরে পতিবরতা নারী জীবনের সারথকতা",0
"একজন গড় পলামবার হিট মানুষটির চেয়ে আরও আকরষণীয় জীবন",0
"ধারণা আপনি যখন খুব বেশি মূলয ছাড়ের কোনও বই কিনবেন তখন আপনি যা পরদান করবেন তা পাবেন জল হিসাবে দুরবল",0
"বইটি পড়ে খুব ভালো লেগেছে লেখকের অনেক শুভকামনা রইলো",1
"বেসট",1
"বইটি পুজিবাজারের উপর বাংলায় লেখা দেখা সেরা বই উনার আগের বইগুলোও পরেছি সংগরহে রেখেছি এবারের বইটি বেশী তথযবহুল মনেহয় বইটি কেউ নিয়ে পরলে বাজারে বযবসা করার ধরনটাই পালটে যাবে বাজারে অনবরত লজ করা নিজেকে নিয়নতরন করতে পারবেন সেই সাথে পুজিবাজারের অনেক খুঁটিনাটি হিসেব শিখতে পারবেন আমরা অনেক খরচ করি মানুষের কাছে ফোন করি হিসেব জানার মনে হয়  টাকায় বইটা কিনে সংগরহে রাখলে কাউকে ফোন হিসেব শিখতে হবে না সরবোপরি পুজিবাজারের উপর এক অনবধয বই এটি",1
"ধনযবাদ শামীর মোনতাজিদ ৷ ভালো লিখেছেন৷ গলপগুলি অনুপরেরণাদায়ক ৷ রকম বই আরো লিখা দরকার৷",1
"উপনযাসটির শুরু শেষটা ছিল এক কথায় অসাধারণ তবে মাঝখানের কাহিনী ভিনন কাহিনীর মাঝ পরযায়ে অনেকবার মনে হয়েছে এটাকে টেনেটুনে বড় করা হচছে জাফর সযার অতযনত সুনদরভাবে গরামীণ জীবন মানুষের আচার আচরণ ফুটিয়ে তুলতে সকষম হয়েছেন আমরা যারা গরামীণ পরিবেশে বড় হয়েছি সাথে রিলেট করতে পারবো বেশ কয়টি ঘটনা আমাদের নসটালজিক ফেলবে যাইহোক বইটি পড়ার রিকোমেনড করবো সহজ সরল উপনযাস",1
"চমতকার সাড়া জাগানো বই",1
"ভরমণ সাহিতযের এক অনবদয সৃষটি",1
"এত সুনদর বই আগে কেন পড়লামনা সেজনয খুব আফসোস হচছে নিজেকে নতুন উপলবধি করতে পারলাম লাইফই পরিবরতন দিয়েছে শিখেছি সেটি আপনি বইটি না পড়লে বুঝতেও পারবেননা অনুবাদটি খুব ভালো হয়েছে অনুবাদকের দৃষটি আকরষণ বলব সুনদর সুনদর কিছু বই অনুবাদ করুন",1
"অনুবাদ খুবই মজাদার উপভোগয ছিল আশা করি অনুবাদকের আরো বই পাবো",1
"আশাকরি ভালো বই পাবো এইভাবেই অনুবাদকের অনুবাদ খুব ভালো",1
"অতযনত বাজে মিথযাচারে পরিপূরণ বই লেখক নিজে পথভরষট হয়েছে জাতিকে পথভরষট হবার চেষটা করছে",0
"ভাল বই না খুব অবেদনিক আখযানটি দীরঘায়িত তথয মোটেই খুব ভাল নয়",0
"অসাধারণ বই",1
"বইটি পড়ে খুবই ভাল লেগেছে সাধারণত অনযানয কলপবৈজঞানিক থরিলারগুলো এতটা তথযবহুল হয় না যতটা তথযবহুল বইটি যদি কেউ নিছক কলপবিজঞান না পড়তে চায় পদারথ বিজঞানের কিছু থিওরি সমপরকে ধারণা পেতে চায় তবে তাকে বইটি পড়তে বলব কেননা বইটিতে রয়েছে বেশ কিছু থিওরি যা আপনাকে বিজঞান সমপরকে ভাবাবে আগরহ বাড়াবে লেখকের সাবলীল সরল লেখনিভঙগির কারণে বিজঞানের কঠিন কিছু বিষয় অতি সহজে বুঝতে পারবেন বৈজঞানিক কলপকাহিনীর মাধযমে এছাড়া লেখক বৈজঞানিক কিছু থিওরির বাইরে নিজে হাইপোথিসিস দাঁড় করান যার মাধযমে লেখা ফিকশনটির মূল ভিততি গড়েছেন হাইপোথিসিসটি লেখায় অনয মাতরা এনে দেয়",1
"অতীব জরুরী বই যারা নিজের লাইফের উপর হতাশ বইটিতে সুনদর কাহিনী দিয়ে নিজের বযরথতা উঠে আসা যায় তা সুনদর লিখা আছে অনেক অনেক ধনযবাদ ঝংকার ভাইয়াকে বইটির",1
"অভাগা সবচেয়ে পড়া বিরকতিকর বই গলপটি টরাইট চরিতরগুলি সমপূরণ ভুলে যাওয়ার যোগয",0
"বইটি খারাপভাবে লেখা হয়েছে কোনও নতুন বা আকরষণীয় পরযবেকষণ উপসথাপন না",0
"আপনি যদি চান আপনার বাচচারা অনৈতিক অবকষয় যৌন বিচযুতিতে পরিণত হয় তবে বইটি আপনাকে কীভাবে ধাপে ধাপে এটি করবেন তা জানায়",0
"অনেক ভাল বই বইয়ে ডাটা সারচ করার অনেক গুরুতবপুরন কোড দেয়া হয়েছে যা অনয বইযে নেই",1
"দারুণ বই",1
"যদি কেউ হতাশায় ভুগেন অথবা বযারথ তাদের বইটি খুবই গুরুতবপূরণ বইটা পড়ে অনেক উপকৃত হয়েছি",1
"দারুণ",1
"বরং বাচচাদের রিলির কাছে পরকাশের চেয়ে শলীলতাহানি করব আমাকে তিনি পেন সটেটের সানডুসকি হিসাবে বেশি ঘৃণয",0
"কেউ যদি পৃথিবীর ইতিহাস সমপরকে সংকষেপে জানতে চায় তাহলে বইটা দিয়ে শুরু করতে পারেন মাসটার পিস",1
"আলহামদুলিললাহ অনেক ভালো বই",1
"বইটি পড়তে পড়তে মনে হলো নিজেই বনদী আছি গুয়ানতানামো কারাগারে বইয়ের পরতিটি পাতায় উপলবধি করেছি বাসতবতা কেমন হয় খুব ভালো বাসতবিক বই",1
"এক কথায় অসাধারন বই এক মুহূরতের জনযও মনযোগ বিঘনিত হয়নি মাসট রিডেড",1
"বইটিও শেষ করতে পারি নি এটি ছিল ভয়াবহ উদযান অনতহীন বরণনা শূনয রোমানটিক উততেজনা হাসযকর রহসয আগের সটেফানি লরেনস বইটি কিনুন",0
"খুব ভালো লেগেছে বই টি ধনযবাদ ফরিদ পাবলিকেশনস কে সুনদর বই উপহার দেবার",1
"অনেক ভাল বই",1
"বইটি খুবই ভালো",1
"ভালো বই",1
"আনিসুল হক বাংলা সাহিতযের দুরবলতম লেখকদের তালিকার অনযতম পরধান নাম ছাপার অকষরে এত নিমনশরেনীর কিছু বের হয় বইটি না পড়লে জানতেও পারতাম না মাপের একজন লেখকের গায়ে রাতারাতি মূলধারার সাহিতযিক তকমা এঁটে যাওয়া নাকি এধরনের লেখা পরকাশিত হওয়া কোনটা বেশী দুঃখজনক সেটা রীতিমত গবেষণার বিষয়ও বটে",0
"  ডলারে আগরহী নয় যুকতিসঙগত পরাইপবলিশার উপলবধ অনেকগুলি দুরদানত কিনডেল বই এটি শুনতে দরকার",0
"বইটা চমৎকার কিনতু দুঃখের সাথে বলতে হচছে অনুবাদ মান যথেষট ভালো নয়",0
"অসাধারণ বই",1
"বাজে বই",0
"পড়ে ভালো লাগলো",1
"অবশযই কিছু মিস করেছি সাবধানতার সাথে বইটিতে পরচুর চিনতাভাবনা সমভবত দুটি উললেখযোগয করিয়া দেখেছি কিছুটা ধীর",0
"একের পর এক কলাস একসপেরিমেনট বইটিতে কোনও শকত গবেষণা নেই",0
"করলেও ভালো ইনফরমেশন পাওযায় ফালতু বই",0
"খুব অসাধারণ সাহিতয ভঙগিতে লেখা হয়েছে বইটা কাছে চমৎকার লেগেছে",1
"ঠিক আছে জীবন সময় সমপরকে আগরহী ছিল তবে শীঘরই চলচচিতর নিরমাণ সমপরকে অতযনত পরযুকতিগত হয়ে উঠল তারপরে আপনি আমাকে হারিয়ে ফেললেন",0
"এটি খুবই বিরকতিকর বই বইটি পরি ঠিক ভাবে কথাগুলো বোঝা যায় না আশা করি অনুগত বইটি কে আরও সুনদর তুলবে",0
"বহইটি সহজ সরল পরাঞজল ভাষায় লেখা পড়ে মনে হবে লেখক যেন আগে থেকেই পাঠকের মনের পরশনটি জানেন ধনযবাদ লেখক পরকাশককে",1
"সবে পঠনযোগয ইচছে পরিবরতে বাবার বই পড়েছি লেখক ভাগয কামনা করুন জীবনে জায়গাটি সনধান করুন এটি লেখক হিসাবে নয়",0
"এমনকি এটি পড়া শেষ করতে পারেনি সমপূরণ বিরকতিকর পরায় পথ পেয়েছিলাম ছেড়ে দিয়েছি সমসত চরিতরের নাম গুলিয়ে গেল",0
"বিরকতিকর ধীর ওপরাহর হাইপ অনুযায়ী বেঁচে ছিল না পরথমারধের মধযে দিয়ে লড়াই শেষ পরযনত হাল ছেড়ে দিয়েছিল",0
"ভালো হয়নি",0
"মাতর বইটটা পড়ে শেষ করলাম যাসট ওয়াও ওয়াও এনড ওয়াও খুব ভালো লাগল রেটিং  দেয়া বেষট খুব জোস বই রকমারিকে ধনযবাদ বইটা পৌছে দেয়ার",1
"অসাধারন অনুবাদটাও জোস মনতরমুগধের মত বইটা পড়ার পর অনুধাবন করলাম বইটার সমপরকে সকল পরসংশা যথারত",1
"কলাস ফাইভ শুরু বয়সের বইটা ভালো লাগবে এতো মজার বই কেউ বুড়ো বয়সে পড়ে আফসোস ভেসে যাবেন যারা সনতানদের নিয়ে ভাবেন তাদের বইটা বেসট বইটার ইলাসটরেশন বেশ ভালো",1
"অরথ নষট করার আগে পরযালোচনাগুলি পড়তে চাই আপততিকর বিরকতিকর তাদের বইগুলি আগে পছনদ করেছি তবে অনুমান করি তারা উতরাই চলছে নিজের টাকা বাঁচাও",0
"পরোগরামিং কযারিয়ার গড়তে যারা আগরহী তাদের অসাধারণ বই পড়ে দেখুন ভাল লাগবে",1
"অনেক অনুপরেরণা পেয়েছি এরকম বই আরও দরকার",1
"অসাধারন বই যাদের বিষয়ে পড়ার ইচছা আছে তাদের সবার অবশয পাঠয",1
"কোথাও দরুত যায় এমন চরবিযুকত রাসতা উপনযাস কীভাবে ভয়ঙকর বইটি হুগো জিততে পারে",0
"হাসযকর অতি হাসযকর তারপর আসে আগেরবার   পড়েই ফেলে দিয়েছিলাম ইচছা হয়নি মনের বিরুদধেই এবার শেষ করলাম যুকতি যখন অযৌকতিক হয় তখন এইরকম লেখা যায় বযকতিগত মতামত অফেনডেড হলে নিজ দায়িতবে",0
"বইটি পড়েছি লেখকের পড়া পরথম বই ভাগয হয়তো বেশিই ভালো ছিলো লেখকের অটোগরাফ পেয়ে গেছি বইয়ের পরথম দিকের চেয়ে শেষ দিকটা কিছুটা অগোছালো মনে হয়েছে তবুও পাঁচ সটার দিচছি কেননা সামগরিকভাবে বইটি খুব ভালো লেগেছে এমন আরো বই আমাদের উপহার দিয়ে যাবেন আশা করি লেখকের শুভকামনা রইলো",1
"বিজনেস আইডিয়া কাজে লাগিয়ে ভালোই বযবসা চালাচছে দুই ভাই যততোসব ফলতু বই",0
"বইটি পড়ে অনেক অনুপরানিত হয়েছি নতুনদের গাইডলাইন হবে বইটি",1
"গত কয়েক মাস যাবৎ বেশিই মানসিক চাপে ছিলাম বইটা পড়ে অনেক চাপ কমেগেছে লেখক কে অনেক ধনযবাদ এধরনের বই আরো চাই লেখকের শুভকামনা",1
"বাজে",0
"নতুন বিতারকিকদের আজকের বিতরক বইটি অনেক বেশি ফলপরসূ হবে বিভিনন ধরনের বিতরকের নিয়মকানুনগুলো খুবই সুনদরভাবে তুলে ধরা হয়েছে সেই সাথে কিভাবে বিতরকের পরসতুতি যুকতি পরদান করতে হবে উপযুকত উদাহরণসহ বরণনা করা হয়েছে এছাড়াও বিতরকের  টি পরসতাব বইটিকে অনযমাতরা দিয়েছে সব মিলিয়ে বইটি কোনো বয়সী বিতারকিক পাঠকের যুকতির চরচায় সহায়ক হবে",1
"ঋভু নামটাই রোমাঞচকর পাঠক হিসেবে ইতিহাস পরিয় পাঠক সাথে ঋভু টানটান উততেজনা পূরণ এডভেঞচার এক কথায় অসাধারণ সেই কবে সেবা পরকাশনীর থরিলার পড়েছিলাম ঋভু পড়ে আবার সে নেশাটা জেগে উঠল ঋভু বইটি আসলেই সময় আগরহ কে পুরোপুরি উসুল করল অনেক অনেক ধনযবাদ শরীফুল হাসান ভাই",1
"নাঃ লেখাটাও জমল না লেখক তাঁর লেখার কেনদরে যাকে রাখছেন সে পরথম থেকেই এত দুরবল সহজে পরভাবিত চরিতর হলে লেখার আকরষণ কমে যায় বইটিও অতযধিক সরলীকরণের শিকার সরবোপরি দানব বইটি কারযত একই ছাঁচে ঢালা ফলে লেখাটা ভীষণ পরেডিকটেবল হয়ে পড়েছিল ভালো লাগল না",0
"এটি সাহিতয কথা পরকাশনী হতে পরকাশিত অসাধারণ বই মুকতিযুদধকেকে সবাই ভালোবাসে সমমান সমরণ ঠিক পরিপরেকষিতে মুকতিযুদধকালীন ঘটনা নিয়ে লিখা বইটি একাততর মুকতিযোদধা পরিবার বইটি লিখেছেন আওলিয়া খানম বইটিতে মুকতিযুদধকালীন সময়ে নানা সমৃতিচারণ নানা ঘটনা উললেখ করা আছে মুকতিযোদধা পরিবারের তাদের অভিজঞতার কথা এইখানে উললেখ করেছে যা লেখক নিজ ভঙগিমায় লিখেছেন  সালের সেই ভয়ংকর যুদধে যোদধাদের অবসথান সমপরকে বলা হয়েছে মুকতিযুদধকালে যোদধাদের সাথে ঘটা নানা ঘটনার কথা তারা ডাইরিতে লিখে রাখতেন তাদের সেই অনুভূতি গুলো সেখানে পরকাশ করতেন তাতে থাকত কাননার ছোয়া রকতের দাগ ছাড়াও আরো নানা অনুভূতি নিজ পরিবার হারানোর বেদনা আহত হওয়ার ঘটনা মৃতযুকূলে ঢলে পরার নানা ঘটনা ইতযাদি লিখা থাকত চিঠি লিখা ছিল সেই সময়ের সাধারণ বযাপার রকতে ভেজা চিঠিতে লিখা থাকত শহিদের শেষ কথা যা অশরুঝরানোর মতো ঠিক এমন কিছু সমৃতিচারণ ঘটনা চিঠির উপর ভিততি বইটি লেখক লিখেছেন যা হৃদয়সপরশী পাঠক মনকে বিমোহিত করার মতো বইটি অসাধারণ সংসকরণ",1
"বইটি উইনডসরদের বিবাহকে নিয়ে হাসযকর কৌতুক বলে মনে করা হচছে বেশ কিছু বোরিং পৃষঠা পড়েছি তারপরে মুকতি পেয়েছি",0
"জঘনয অনুবাদ",0
